,Case ID,Activity,Complete Timestamp
40,3007101,08_AWB45_010-complete,2010/10/25 14:41:08.000
39,3007101,08_AWB45_020_1-complete,2010/10/25 14:52:59.000
38,3007101,08_AWB45_020_2-complete,2010/10/25 00:00:00.000
37,3007101,01_HOOFD_100-complete,2010/10/25 14:39:42.000
44,3007101,01_HOOFD_110-complete,2010/10/25 14:39:50.000
76,3018942,01_HOOFD_010-complete,2010/10/11 00:00:00.000
77,3018942,01_HOOFD_030_2-complete,2010/10/13 00:00:00.000
78,3018942,01_HOOFD_040-complete,2010/10/13 14:08:40.000
79,3018942,01_HOOFD_050-complete,2010/11/08 08:51:33.000
80,3018942,01_HOOFD_060-complete,2010/11/08 08:51:48.000
81,3018942,01_HOOFD_110-complete,2010/11/10 16:11:24.000
82,3018942,01_HOOFD_170-complete,2010/11/10 16:12:18.000
83,3018942,01_HOOFD_030_1-complete,2010/10/13 14:08:10.000
87,3018942,01_HOOFD_200-complete,2010/11/10 16:12:36.000
85,3018942,01_HOOFD_100-complete,2010/11/10 00:00:00.000
86,3018942,01_HOOFD_180-complete,2010/11/10 16:12:24.000
88,3018942,01_HOOFD_065_1-complete,2010/11/10 16:10:52.000
89,3018942,01_HOOFD_065_2-complete,2010/11/10 00:00:00.000
90,3018942,01_HOOFD_380-complete,2010/11/10 16:13:19.000
91,3018942,01_HOOFD_120-complete,2010/11/10 16:11:26.000
92,3018942,01_HOOFD_100-complete,2010/11/10 16:11:01.000
75,3018942,01_HOOFD_270-complete,2010/11/10 16:12:53.000
84,3018942,01_HOOFD_130-complete,2010/11/10 16:11:33.000
74,3018942,01_HOOFD_190_1-complete,2010/11/10 16:12:30.000
61,3018942,01_HOOFD_330-complete,2010/11/10 16:12:59.000
72,3018942,01_HOOFD_205-complete,2010/11/10 16:12:37.000
73,3018942,01_HOOFD_020-complete,2010/10/13 13:12:19.000
54,3018942,01_HOOFD_265-complete,2010/11/10 16:12:45.000
55,3018942,01_HOOFD_260-complete,2010/11/10 16:12:45.000
57,3018942,09_AH_I_010-complete,2010/11/10 16:13:10.000
58,3018942,01_HOOFD_370-complete,2010/11/10 16:13:13.000
59,3018942,05_EIND_010-complete,2010/11/10 16:13:50.000
60,3018942,01_HOOFD_490_2-complete,2010/11/10 16:47:35.000
62,3018942,01_HOOFD_250-complete,2010/11/10 16:12:43.000
56,3018942,01_HOOFD_340_1-complete,2010/11/10 16:13:01.000
64,3018942,01_HOOFD_500-complete,2010/11/15 13:40:18.000
65,3018942,01_HOOFD_470-complete,2010/11/10 16:13:34.000
66,3018942,01_HOOFD_430-complete,2010/11/10 16:13:27.000
67,3018942,01_HOOFD_055-complete,2010/11/08 08:51:41.000
68,3018942,06_VD_010-complete,2010/11/10 16:13:59.000
69,3018942,01_HOOFD_480-complete,2010/11/10 16:13:40.000
70,3018942,01_HOOFD_015-complete,2010/10/13 13:11:30.000
63,3018942,01_HOOFD_490_3-complete,2010/11/12 00:00:00.000
71,3018942,01_HOOFD_490_1-complete,2010/11/10 16:14:00.000
137,3025465,01_HOOFD_060-complete,2010/10/27 16:06:25.000
136,3025465,01_HOOFD_030_1-complete,2010/10/27 16:05:56.000
135,3025465,01_HOOFD_065_1-complete,2010/10/27 16:06:59.000
134,3025465,01_HOOFD_490_3-complete,2010/11/05 00:00:00.000
133,3025465,04_BPT_030-complete,2010/10/27 16:06:49.000
132,3025465,04_BPT_020-complete,2010/10/27 16:06:45.000
129,3025465,01_HOOFD_065_2-complete,2010/10/18 00:00:00.000
130,3025465,04_BPT_010-complete,2010/10/27 16:06:40.000
128,3025465,01_HOOFD_100-complete,2010/10/27 16:08:06.000
127,3025465,01_HOOFD_030_2-complete,2010/10/18 00:00:00.000
138,3025465,01_HOOFD_450-complete,2010/11/05 00:00:00.000
126,3025465,01_HOOFD_040-complete,2010/10/27 16:06:18.000
131,3025465,01_HOOFD_015-complete,2010/10/27 16:05:45.000
139,3025465,01_HOOFD_100-complete,2010/10/27 00:00:00.000
148,3025465,01_HOOFD_205-complete,2011/01/24 11:38:37.000
141,3025465,01_HOOFD_110-complete,2010/10/27 16:08:27.000
142,3025465,01_HOOFD_195_1-complete,2011/01/24 11:38:22.000
143,3025465,06_VD_010-complete,2010/10/27 16:07:15.000
144,3025465,01_HOOFD_180-complete,2010/10/27 16:13:52.000
145,3025465,01_HOOFD_530-complete,2010/11/05 00:00:00.000
146,3025465,10_UOV_050_2-complete,2010/11/05 00:00:00.000
147,3025465,01_HOOFD_250-complete,2011/01/24 11:38:50.000
149,3025465,01_HOOFD_470-complete,2011/01/24 11:40:37.000
150,3025465,01_HOOFD_120-complete,2010/10/27 16:13:43.000
151,3025465,05_EIND_010-complete,2010/10/27 16:13:20.000
152,3025465,01_HOOFD_195_2-complete,2010/11/05 00:00:00.000
153,3025465,01_HOOFD_460-complete,2010/11/05 00:00:00.000
125,3025465,01_HOOFD_020-complete,2010/10/27 16:05:53.000
140,3025465,01_HOOFD_130-complete,2010/10/27 16:12:44.000
124,3025465,01_HOOFD_200-complete,2011/01/24 11:38:37.000
110,3025465,10_UOV_010-complete,2011/01/24 11:40:01.000
122,3025465,01_HOOFD_270-complete,2011/01/24 11:38:44.000
93,3025465,01_HOOFD_440_2-complete,2011/01/24 11:39:14.000
94,3025465,01_HOOFD_380-complete,2011/01/24 11:39:06.000
95,3025465,01_HOOFD_465-complete,2011/01/24 11:39:55.000
96,3025465,01_HOOFD_510_1-complete,2011/01/24 11:40:57.000
97,3025465,01_HOOFD_455-complete,2011/01/24 11:39:48.000
99,3025465,09_AH_I_010-complete,2011/01/24 11:38:57.000
100,3025465,01_HOOFD_445-complete,2011/01/24 11:39:14.000
101,3025465,10_UOV_020-complete,2011/01/24 11:40:05.000
102,3025465,01_HOOFD_260-complete,2011/01/24 11:38:52.000
103,3025465,01_HOOFD_520-complete,2011/01/24 11:41:06.000
104,3025465,01_HOOFD_440_1-complete,2011/01/24 11:39:06.000
105,3025465,01_HOOFD_375-complete,2011/01/24 11:39:00.000
106,3025465,01_HOOFD_370-complete,2011/01/24 11:39:00.000
107,3025465,01_HOOFD_500-complete,2011/01/24 11:40:55.000
98,3025465,01_HOOFD_451-complete,2011/01/24 11:39:41.000
109,3025465,10_UOV_060-complete,2011/01/24 11:40:33.000
108,3025465,10_UOV_050_1-complete,2011/01/24 11:40:20.000
121,3025465,10_UOV_045-complete,2011/01/24 11:40:18.000
120,3025465,10_UOV_040-complete,2011/01/24 11:40:18.000
119,3025465,01_HOOFD_490_2-complete,2011/01/24 11:40:43.000
118,3025465,10_UOV_030-complete,2011/11/05 00:00:00.000
117,3025465,01_BB_770-complete,2011/01/24 11:43:20.000
123,3025465,01_HOOFD_010-complete,2010/10/14 00:00:00.000
115,3025465,01_HOOFD_050-complete,2010/10/27 16:13:05.000
114,3025465,01_HOOFD_510_2-complete,2010/11/05 00:00:00.000
113,3025465,01_HOOFD_490_1-complete,2011/01/24 11:40:41.000
112,3025465,01_HOOFD_480-complete,2011/01/24 11:40:41.000
111,3025465,01_BB_630-complete,2011/01/24 11:43:19.000
116,3025465,01_HOOFD_790-complete,2011/01/24 11:43:20.000
173,3032460,01_HOOFD_190_2-complete,2010/11/29 00:00:00.000
174,3032460,01_HOOFD_040-complete,2010/11/08 09:26:26.000
175,3032460,01_HOOFD_030_1-complete,2010/11/08 09:25:23.000
176,3032460,01_HOOFD_100-complete,2010/11/29 00:00:00.000
177,3032460,01_HOOFD_060-complete,2010/11/08 09:26:41.000
178,3032460,01_HOOFD_200-complete,2010/11/29 09:01:00.000
179,3032460,01_HOOFD_190_1-complete,2010/11/29 09:00:48.000
180,3032460,01_HOOFD_010-complete,2010/10/14 00:00:00.000
181,3032460,01_HOOFD_065_2-complete,2010/11/08 00:00:00.000
184,3032460,01_HOOFD_100-complete,2010/11/10 12:14:53.000
183,3032460,01_HOOFD_065_1-complete,2010/11/08 09:28:28.000
185,3032460,01_HOOFD_180-complete,2010/11/29 09:00:42.000
186,3032460,01_HOOFD_030_2-complete,2010/10/19 00:00:00.000
187,3032460,01_HOOFD_110-complete,2010/11/10 12:15:22.000
191,3032460,01_HOOFD_120-complete,2010/11/29 09:00:25.000
189,3032460,05_EIND_010-complete,2010/11/29 08:59:43.000
190,3032460,01_HOOFD_020-complete,2010/11/08 09:25:15.000
182,3032460,01_HOOFD_015-complete,2010/11/08 09:24:57.000
188,3032460,01_HOOFD_130-complete,2010/11/12 10:39:09.000
172,3032460,01_HOOFD_490_3-complete,2010/12/01 00:00:00.000
170,3032460,01_HOOFD_370-complete,2010/11/29 09:58:18.000
171,3032460,01_HOOFD_375-complete,2010/11/29 09:58:18.000
154,3032460,01_HOOFD_050-complete,2010/12/01 09:42:28.000
156,3032460,01_HOOFD_380-complete,2010/11/29 09:58:22.000
157,3032460,01_HOOFD_490_1-complete,2010/12/01 09:42:36.000
158,3032460,01_HOOFD_470-complete,2010/11/29 09:58:33.000
159,3032460,01_HOOFD_205-complete,2010/11/29 09:01:00.000
160,3032460,01_HOOFD_250-complete,2010/11/29 09:58:06.000
161,3032460,01_HOOFD_260-complete,2010/11/29 09:58:10.000
155,3032460,01_HOOFD_430-complete,2010/11/29 09:58:29.000
163,3032460,06_VD_010-complete,2010/11/29 10:06:54.000
164,3032460,01_HOOFD_500-complete,2010/12/01 09:43:17.000
165,3032460,01_HOOFD_270-complete,2010/11/29 09:01:04.000
166,3032460,01_HOOFD_480-complete,2010/11/29 09:58:40.000
167,3032460,01_HOOFD_510_2-complete,2010/12/01 00:00:00.000
168,3032460,01_HOOFD_510_1-complete,2010/12/21 14:50:24.000
162,3032460,09_AH_I_010-complete,2010/11/29 09:58:15.000
169,3032460,01_HOOFD_490_2-complete,2010/12/01 09:42:53.000
234,3033681,01_HOOFD_020-complete,2010/10/19 15:44:33.000
233,3033681,04_BPT_010-complete,2010/11/15 10:41:09.000
232,3033681,01_HOOFD_050-complete,2010/11/15 10:40:58.000
231,3033681,01_HOOFD_040-complete,2010/11/15 10:40:51.000
230,3033681,06_VD_020_2-complete,2010/11/15 00:00:00.000
227,3033681,01_HOOFD_030_2-complete,2010/10/19 00:00:00.000
228,3033681,08_AWB45_020_2-complete,2010/11/15 00:00:00.000
226,3033681,01_HOOFD_065_2-complete,2010/10/19 00:00:00.000
225,3033681,01_HOOFD_100-complete,2010/10/14 00:00:00.000
224,3033681,01_HOOFD_060-complete,2010/11/15 10:41:05.000
235,3033681,01_HOOFD_120-complete,2010/11/15 10:47:06.000
229,3033681,01_HOOFD_015-complete,2010/10/19 15:44:30.000
236,3033681,01_HOOFD_170-complete,2010/11/15 10:47:15.000
246,3033681,01_HOOFD_110-complete,2010/11/15 10:47:05.000
239,3033681,06_VD_010-complete,2010/12/21 12:25:09.000
240,3033681,01_HOOFD_055-complete,2010/11/15 10:41:02.000
241,3033681,08_AWB45_020_1-complete,2010/11/15 10:47:31.000
242,3033681,08_AWB45_040-complete,2010/12/20 00:00:00.000
243,3033681,08_AWB45_010-complete,2010/11/15 10:47:28.000
244,3033681,01_HOOFD_200-complete,2010/11/15 10:47:21.000
245,3033681,06_VD_070-complete,2010/12/21 00:00:00.000
247,3033681,01_HOOFD_100-complete,2010/11/15 10:46:38.000
248,3033681,01_HOOFD_065_1-complete,2010/11/15 10:41:22.000
249,3033681,01_HOOFD_130-complete,2010/11/15 10:47:11.000
250,3033681,01_HOOFD_010-complete,2010/10/14 00:00:00.000
251,3033681,04_BPT_030-complete,2010/11/15 10:41:17.000
223,3033681,01_HOOFD_030_1-complete,2010/10/19 15:50:18.000
238,3033681,04_BPT_020-complete,2010/11/15 10:41:13.000
222,3033681,06_VD_020_1-complete,2010/12/21 12:25:09.000
237,3033681,06_VD_030-complete,2010/12/21 12:25:22.000
220,3033681,06_VD_040-complete,2010/12/21 12:25:42.000
192,3033681,01_HOOFD_510_2-complete,2010/12/22 00:00:00.000
193,3033681,01_HOOFD_205-complete,2010/12/22 14:44:44.000
194,3033681,01_HOOFD_130-complete,2010/12/22 14:44:21.000
195,3033681,01_HOOFD_120-complete,2010/12/22 14:44:11.000
196,3033681,06_VD_140-complete,2010/12/22 14:43:45.000
197,3033681,06_VD_100-complete,2010/12/21 12:27:40.000
198,3033681,01_HOOFD_110-complete,2010/12/22 14:43:29.000
199,3033681,06_VD_060-complete,2010/12/21 12:27:31.000
200,3033681,06_VD_050-complete,2010/12/21 12:27:29.000
201,3033681,01_HOOFD_200-complete,2010/12/22 14:44:44.000
202,3033681,01_HOOFD_480-complete,2010/12/22 14:46:12.000
203,3033681,01_HOOFD_490_3-complete,2010/12/22 00:00:00.000
204,3033681,01_HOOFD_430-complete,2010/12/22 14:45:41.000
205,3033681,01_HOOFD_490_1-complete,2010/12/22 14:46:12.000
221,3033681,01_HOOFD_250-complete,2010/12/22 14:44:47.000
206,3033681,01_HOOFD_265-complete,2010/12/22 14:45:02.000
219,3033681,01_HOOFD_260-complete,2010/12/22 14:45:02.000
218,3033681,05_EIND_010-complete,2010/12/22 14:43:15.000
217,3033681,01_HOOFD_510_1-complete,2010/12/22 15:03:50.000
215,3033681,01_HOOFD_520-complete,2010/12/22 15:04:05.000
214,3033681,01_HOOFD_500-complete,2010/12/22 14:46:51.000
213,3033681,01_HOOFD_490_2-complete,2010/12/22 14:46:33.000
216,3033681,08_AWB45_030-complete,2010/12/21 12:25:57.000
211,3033681,01_HOOFD_380-complete,2010/12/22 14:45:36.000
210,3033681,01_HOOFD_370-complete,2010/12/22 14:45:30.000
209,3033681,09_AH_I_010-complete,2010/12/22 14:45:26.000
208,3033681,01_HOOFD_470-complete,2010/12/22 14:46:08.000
207,3033681,01_HOOFD_170-complete,2010/12/22 14:44:38.000
212,3033681,01_HOOFD_270-complete,2010/12/22 14:45:17.000
276,3034472,01_HOOFD_030_2-complete,2010/10/19 00:00:00.000
271,3034472,01_HOOFD_170-complete,2010/11/22 13:41:28.000
272,3034472,01_HOOFD_020-complete,2010/10/19 16:01:05.000
273,3034472,01_HOOFD_490_2-complete,2010/11/22 13:42:21.000
274,3034472,01_HOOFD_100-complete,2010/10/22 00:00:00.000
275,3034472,01_HOOFD_120-complete,2010/11/22 13:41:17.000
277,3034472,01_HOOFD_065_2-complete,2010/11/22 00:00:00.000
285,3034472,05_EIND_010-complete,2010/11/22 13:41:05.000
279,3034472,01_HOOFD_050-complete,2010/11/22 12:01:27.000
280,3034472,01_HOOFD_055-complete,2010/11/22 12:01:32.000
281,3034472,01_HOOFD_060-complete,2010/11/22 12:01:38.000
282,3034472,01_HOOFD_065_1-complete,2010/11/22 12:01:41.000
283,3034472,01_HOOFD_100-complete,2010/11/22 12:02:07.000
270,3034472,01_HOOFD_015-complete,2010/10/19 16:01:00.000
286,3034472,01_HOOFD_040-complete,2010/11/22 12:01:23.000
278,3034472,01_HOOFD_010-complete,2010/10/14 00:00:00.000
269,3034472,01_HOOFD_370-complete,2010/11/22 13:41:51.000
284,3034472,01_HOOFD_030_1-complete,2010/10/19 16:03:32.000
267,3034472,01_HOOFD_205-complete,2010/11/22 13:41:33.000
268,3034472,06_VD_010-complete,2010/11/22 13:41:10.000
252,3034472,01_HOOFD_250-complete,2010/11/22 13:41:37.000
253,3034472,01_HOOFD_110-complete,2010/11/22 12:02:30.000
254,3034472,01_HOOFD_260-complete,2010/11/22 13:41:38.000
255,3034472,01_HOOFD_130-complete,2010/11/22 13:41:23.000
257,3034472,01_HOOFD_200-complete,2010/11/22 13:41:32.000
258,3034472,09_AH_I_010-complete,2010/11/22 13:41:49.000
256,3034472,01_HOOFD_270-complete,2010/11/22 13:41:44.000
260,3034472,01_HOOFD_380-complete,2010/11/22 13:41:54.000
261,3034472,01_HOOFD_430-complete,2010/11/22 13:42:03.000
262,3034472,01_HOOFD_470-complete,2010/11/22 13:42:10.000
263,3034472,01_HOOFD_480-complete,2010/11/22 13:42:14.000
264,3034472,01_HOOFD_490_1-complete,2010/11/22 13:42:14.000
265,3034472,01_HOOFD_265-complete,2010/11/22 13:41:38.000
266,3034472,01_HOOFD_500-complete,2010/11/26 11:35:51.000
259,3034472,01_HOOFD_490_3-complete,2010/11/25 00:00:00.000
313,3035150,06_VD_010-complete,2011/03/17 16:24:18.000
307,3035150,01_HOOFD_370-complete,2011/03/17 16:28:12.000
309,3035150,01_HOOFD_250-complete,2011/03/17 16:27:51.000
310,3035150,01_HOOFD_130-complete,2011/03/17 16:24:33.000
311,3035150,01_HOOFD_065_2-complete,2010/10/18 00:00:00.000
312,3035150,01_HOOFD_030_2-complete,2010/10/19 00:00:00.000
314,3035150,01_HOOFD_120-complete,2011/03/17 16:24:29.000
322,3035150,01_HOOFD_030_1-complete,2010/10/19 16:12:50.000
316,3035150,01_HOOFD_055-complete,2011/03/17 16:22:46.000
317,3035150,01_HOOFD_050-complete,2011/03/17 16:22:40.000
318,3035150,01_HOOFD_060-complete,2011/03/17 16:22:49.000
319,3035150,01_HOOFD_065_1-complete,2011/03/17 16:23:06.000
320,3035150,01_HOOFD_100-complete,2011/03/17 16:23:39.000
321,3035150,01_HOOFD_110-complete,2011/03/17 16:24:10.000
306,3035150,01_HOOFD_020-complete,2010/10/19 16:10:12.000
323,3035150,05_EIND_010-complete,2011/03/17 16:24:25.000
315,3035150,01_HOOFD_015-complete,2010/10/19 16:10:06.000
305,3035150,01_HOOFD_380-complete,2011/03/17 16:28:16.000
308,3035150,01_HOOFD_040-complete,2011/03/17 16:22:35.000
303,3035150,01_HOOFD_270-complete,2011/03/17 16:28:01.000
304,3035150,01_HOOFD_100-complete,2010/10/22 00:00:00.000
287,3035150,01_HOOFD_500-complete,2011/03/21 11:26:26.000
288,3035150,01_HOOFD_010-complete,2010/10/15 00:00:00.000
289,3035150,01_HOOFD_170-complete,2011/03/17 16:26:39.000
290,3035150,01_HOOFD_205-complete,2011/03/17 16:26:44.000
291,3035150,01_HOOFD_265-complete,2011/03/17 16:27:56.000
293,3035150,01_HOOFD_200-complete,2011/03/17 16:26:44.000
294,3035150,01_HOOFD_430-complete,2011/03/17 16:28:20.000
292,3035150,01_HOOFD_260-complete,2011/03/17 16:27:56.000
296,3035150,01_HOOFD_480-complete,2011/03/17 16:28:33.000
295,3035150,01_HOOFD_470-complete,2011/03/17 16:28:28.000
297,3035150,01_HOOFD_490_1-complete,2011/03/17 16:28:33.000
298,3035150,01_HOOFD_490_3-complete,2011/03/18 00:00:00.000
299,3035150,01_HOOFD_510_2-complete,2011/03/18 00:00:00.000
300,3035150,01_HOOFD_490_2-complete,2011/03/21 11:26:15.000
301,3035150,09_AH_I_010-complete,2011/03/17 16:28:08.000
302,3035150,01_HOOFD_510_1-complete,2011/03/21 11:30:55.000
357,3036605,08_AWB45_040-complete,2010/12/13 00:00:00.000
356,3036605,01_HOOFD_065_2-complete,2010/12/01 00:00:00.000
355,3036605,01_HOOFD_100-complete,2010/10/30 00:00:00.000
352,3036605,01_HOOFD_020-complete,2010/10/20 10:03:24.000
353,3036605,01_HOOFD_030_1-complete,2010/10/20 10:10:08.000
358,3036605,08_AWB45_010-complete,2010/12/21 09:41:49.000
351,3036605,01_HOOFD_015-complete,2010/10/20 10:03:17.000
350,3036605,01_HOOFD_040-complete,2010/10/20 10:10:27.000
354,3036605,01_HOOFD_050-complete,2010/12/21 09:37:53.000
359,3036605,01_HOOFD_030_2-complete,2010/10/20 00:00:00.000
363,3036605,08_AWB45_020_2-complete,2010/11/08 00:00:00.000
361,3036605,01_HOOFD_060-complete,2010/12/21 09:38:06.000
362,3036605,01_HOOFD_055-complete,2010/12/21 09:37:57.000
364,3036605,08_AWB45_020_1-complete,2010/12/21 09:41:52.000
365,3036605,01_HOOFD_170-complete,2010/12/21 09:41:38.000
366,3036605,01_HOOFD_100-complete,2010/12/21 09:38:22.000
367,3036605,01_HOOFD_120-complete,2010/12/21 09:40:18.000
369,3036605,01_HOOFD_065_1-complete,2010/12/21 09:38:09.000
370,3036605,08_AWB45_030-complete,2010/12/21 09:42:33.000
349,3036605,01_HOOFD_110-complete,2010/12/21 09:40:17.000
371,3036605,05_EIND_010-complete,2010/12/21 09:41:09.000
360,3036605,01_HOOFD_010-complete,2010/10/18 00:00:00.000
368,3036605,01_HOOFD_130-complete,2010/12/21 09:40:30.000
348,3036605,01_HOOFD_200-complete,2010/12/21 09:41:44.000
346,3036605,01_HOOFD_510_1-complete,2011/01/14 09:58:22.000
347,3036605,01_HOOFD_480-complete,2011/01/12 08:49:39.000
324,3036605,01_HOOFD_260-complete,2011/01/12 08:49:16.000
326,3036605,01_HOOFD_200-complete,2011/01/12 08:49:12.000
327,3036605,01_HOOFD_120-complete,2011/01/12 08:48:59.000
328,3036605,01_HOOFD_130-complete,2011/01/12 08:49:03.000
329,3036605,01_HOOFD_380-complete,2011/01/12 08:49:28.000
330,3036605,01_HOOFD_110-complete,2011/01/12 08:48:54.000
331,3036605,01_HOOFD_170-complete,2011/01/12 08:49:08.000
332,3036605,01_HOOFD_265-complete,2011/01/12 08:49:16.000
333,3036605,01_HOOFD_270-complete,2011/01/12 08:49:20.000
334,3036605,01_HOOFD_205-complete,2011/01/12 08:49:13.000
325,3036605,01_HOOFD_250-complete,2011/01/12 08:49:15.000
336,3036605,01_HOOFD_370-complete,2011/01/12 08:49:25.000
335,3036605,09_AH_I_010-complete,2011/01/12 08:49:24.000
345,3036605,01_HOOFD_490_3-complete,2011/01/12 00:00:00.000
343,3036605,01_HOOFD_490_2-complete,2011/01/12 08:49:42.000
342,3036605,06_VD_010-complete,2011/01/10 08:20:07.000
344,3036605,01_HOOFD_470-complete,2011/01/12 08:49:36.000
340,3036605,01_HOOFD_490_1-complete,2011/01/12 08:49:40.000
339,3036605,01_HOOFD_510_2-complete,2011/01/14 00:00:00.000
338,3036605,01_HOOFD_430-complete,2011/01/12 08:49:32.000
337,3036605,08_AWB45_170-complete,2010/12/21 09:42:53.000
341,3036605,01_HOOFD_500-complete,2011/01/14 09:56:03.000
395,3041957,01_HOOFD_010-complete,2010/10/20 00:00:00.000
402,3041957,01_HOOFD_030_1-complete,2010/11/17 16:17:00.000
396,3041957,01_HOOFD_040-complete,2010/11/17 16:17:10.000
397,3041957,04_BPT_010-complete,2010/11/17 16:17:24.000
398,3041957,01_HOOFD_015-complete,2010/10/21 10:42:19.000
399,3041957,01_HOOFD_050-complete,2010/11/17 16:17:14.000
400,3041957,01_HOOFD_055-complete,2010/11/17 16:17:17.000
401,3041957,01_HOOFD_060-complete,2010/11/17 16:17:20.000
403,3041957,01_HOOFD_020-complete,2010/10/21 10:42:26.000
408,3041957,01_HOOFD_205-complete,2010/11/17 16:18:25.000
405,3041957,01_HOOFD_110-complete,2010/11/17 16:18:08.000
406,3041957,01_HOOFD_130-complete,2010/11/17 16:18:13.000
407,3041957,04_BPT_020-complete,2010/11/17 16:17:44.000
409,3041957,01_HOOFD_120-complete,2010/11/17 16:18:09.000
410,3041957,04_BPT_030-complete,2010/11/17 16:17:47.000
412,3041957,01_HOOFD_170-complete,2010/11/17 16:18:17.000
413,3041957,01_HOOFD_065_1-complete,2010/11/17 16:17:50.000
394,3041957,01_HOOFD_265-complete,2010/11/17 16:18:28.000
404,3041957,01_HOOFD_100-complete,2010/11/17 16:18:00.000
393,3041957,01_HOOFD_250-complete,2010/11/17 16:18:27.000
411,3041957,01_HOOFD_200-complete,2010/11/17 16:18:24.000
391,3041957,01_HOOFD_260-complete,2010/11/17 16:18:28.000
392,3041957,01_BB_540-complete,2011/01/19 15:57:45.000
372,3041957,09_AH_I_010-complete,2010/11/17 16:18:39.000
373,3041957,01_HOOFD_430-complete,2010/11/17 16:18:51.000
374,3041957,01_HOOFD_490_1-complete,2010/11/24 14:49:07.000
375,3041957,06_VD_010-complete,2010/11/24 14:48:57.000
377,3041957,01_HOOFD_470-complete,2010/11/17 16:18:55.000
378,3041957,01_HOOFD_480-complete,2010/11/17 16:18:58.000
379,3041957,05_EIND_010-complete,2010/11/24 14:48:50.000
380,3041957,01_HOOFD_380-complete,2010/11/17 16:18:45.000
376,3041957,01_HOOFD_370-complete,2010/11/17 16:18:41.000
382,3041957,01_HOOFD_520-complete,2010/11/24 16:54:48.000
383,3041957,01_HOOFD_510_2-complete,2010/12/03 00:00:00.000
384,3041957,01_BB_770-complete,2011/01/19 15:58:03.000
385,3041957,01_HOOFD_530-complete,2010/12/03 00:00:00.000
386,3041957,01_HOOFD_490_2-complete,2010/11/24 14:54:32.000
