,Case ID,Activity,Complete Timestamp
84,2782209,32,2010-10-12 17:56:28
85,2782209,30,2010-10-18 23:56:54
90,2782209,202,2010-11-15 18:05:04
86,2782209,36,2010-10-18 08:00:00
91,2782209,66,2010-11-15 20:54:18
97,2782209,48,2010-11-15 18:20:23
93,2782209,23,2010-10-06 08:00:00
94,2782209,67,2010-11-15 20:54:19
95,2782209,189,2010-11-15 18:04:43
96,2782209,41,2010-10-18 23:57:23
98,2782209,29,2010-10-12 17:56:15
99,2782209,53,2010-11-15 20:47:28
83,2782209,55,2010-11-15 20:53:09
92,2782209,41,2010-10-27 08:00:00
82,2782209,25,2010-10-12 17:54:56
81,2782209,35,2010-10-18 23:56:37
65,2782209,84,2010-11-15 20:56:18
80,2782209,92,2010-11-15 21:06:58
62,2782209,114,2010-11-15 21:20:39
63,2782209,83,2010-11-15 20:56:17
64,2782209,113,2010-11-15 21:07:09
66,2782209,111,2010-11-15 21:07:07
67,2782209,131,2010-11-16 19:58:25
68,2782209,85,2010-11-15 20:56:23
70,2782209,134,2010-11-16 20:30:00
69,2782209,136,2010-11-19 09:00:00
72,2782209,73,2010-11-15 20:54:34
73,2782209,116,2010-11-16 09:00:00
74,2782209,110,2010-11-15 21:07:03
75,2782209,75,2010-11-15 20:54:26
76,2782209,143,2010-11-16 20:38:31
77,2782209,56,2010-11-18 09:00:00
78,2782209,145,2010-11-24 09:00:00
79,2782209,278,2010-11-15 20:55:18
71,2782209,74,2010-11-15 20:54:39
133,2783345,145,2010-12-15 09:00:00
136,2783345,245,2010-11-17 09:00:00
135,2783345,26,2010-12-01 19:27:17
134,2783345,25,2010-12-01 19:27:11
132,2783345,56,2010-10-19 08:00:00
122,2783345,189,2010-12-01 19:38:28
130,2783345,41,2010-10-11 08:00:00
129,2783345,23,2010-10-07 08:00:00
128,2783345,143,2010-12-06 21:30:41
137,2783345,53,2010-12-01 19:28:21
131,2783345,56,2010-10-11 08:00:00
138,2783345,248,2010-11-24 09:00:00
147,2783345,29,2010-12-01 19:27:23
140,2783345,49,2010-12-01 19:36:21
141,2783345,242,2010-12-01 19:30:35
142,2783345,202,2010-12-01 19:27:48
143,2783345,41,2010-12-01 19:27:52
144,2783345,47,2010-12-01 19:28:03
145,2783345,48,2010-12-01 19:28:06
146,2783345,66,2010-12-01 19:30:11
127,2783345,47,2010-12-01 19:36:39
148,2783345,244,2010-12-01 19:30:39
149,2783345,32,2010-12-01 19:27:30
150,2783345,36,2010-10-11 08:00:00
139,2783345,55,2010-12-01 19:28:25
126,2783345,49,2010-12-01 19:28:14
118,2783345,113,2010-12-01 19:39:10
124,2783345,48,2010-12-01 19:36:43
100,2783345,274,2010-12-01 19:36:08
101,2783345,74,2010-12-01 19:37:49
102,2783345,83,2010-12-01 19:38:00
103,2783345,84,2010-12-01 19:38:00
104,2783345,73,2010-12-01 19:37:45
105,2783345,35,2010-12-01 19:27:32
106,2783345,66,2010-12-01 19:37:29
107,2783345,55,2010-12-01 19:37:01
108,2783345,247,2010-12-01 19:33:03
125,2783345,136,2010-12-06 09:00:00
110,2783345,67,2010-12-01 19:37:29
109,2783345,116,2010-12-06 09:00:00
112,2783345,30,2010-12-01 19:38:34
113,2783345,53,2010-12-01 19:36:55
114,2783345,131,2010-12-06 21:19:37
115,2783345,92,2010-12-01 19:38:59
116,2783345,110,2010-12-01 19:39:05
117,2783345,111,2010-12-01 19:39:10
119,2783345,114,2010-12-06 21:19:25
120,2783345,85,2010-12-01 19:38:04
121,2783345,134,2010-12-06 21:30:23
123,2783345,75,2010-12-01 19:37:35
111,2783345,278,2010-12-01 19:37:57
170,2794023,36,2010-10-15 08:00:00
167,2794023,25,2010-10-14 21:42:23
168,2794023,26,2010-10-14 21:43:34
169,2794023,29,2010-10-14 21:43:39
171,2794023,32,2010-10-14 21:43:49
166,2794023,23,2010-10-12 08:00:00
173,2794023,35,2010-10-15 20:53:09
174,2794023,198,2010-12-07 09:00:00
175,2794023,49,2010-10-15 20:55:28
176,2794023,203,2010-11-29 21:31:51
177,2794023,41,2010-10-27 08:00:00
172,2794023,201,2010-12-07 20:30:08
165,2794023,202,2010-11-29 21:31:49
160,2794023,195,2010-12-07 20:22:14
163,2794023,214,2010-11-29 21:33:14
151,2794023,192,2010-12-07 09:00:00
152,2794023,217,2010-11-29 21:55:44
154,2794023,223,2010-11-29 21:55:51
155,2794023,224,2010-11-30 09:00:00
156,2794023,216,2010-11-29 21:33:20
153,2794023,196,2010-12-07 09:00:00
158,2794023,204,2010-11-29 09:00:00
159,2794023,189,2010-12-07 20:21:50
164,2794023,41,2010-10-15 20:54:46
161,2794023,197,2010-12-07 20:22:30
162,2794023,30,2010-10-15 20:55:41
157,2794023,199,2010-12-07 20:30:08
209,2797217,66,2010-10-25 23:22:59
202,2797217,23,2010-10-12 08:00:00
203,2797217,36,2010-10-15 08:00:00
204,2797217,56,2010-10-15 08:00:00
205,2797217,85,2010-10-25 23:23:30
206,2797217,26,2010-10-15 18:21:48
207,2797217,27,2010-10-15 18:22:07
208,2797217,32,2010-10-15 18:25:19
210,2797217,29,2010-10-15 18:23:54
217,2797217,41,2010-10-15 19:45:42
212,2797217,48,2010-10-25 23:22:21
213,2797217,28,2010-10-12 08:00:00
214,2797217,55,2010-10-25 23:22:32
215,2797217,35,2010-10-15 19:33:01
216,2797217,202,2010-10-15 19:34:43
201,2797217,53,2010-10-25 23:22:29
218,2797217,49,2010-10-15 19:47:24
219,2797217,30,2010-10-15 20:02:19
220,2797217,47,2010-10-25 23:21:50
211,2797217,189,2010-10-25 23:22:03
200,2797217,73,2010-10-25 23:23:15
198,2797217,67,2010-10-25 23:22:59
182,2797217,25,2010-10-15 18:21:40
178,2797217,21,2011-01-18 00:37:23
179,2797217,278,2010-10-25 23:23:23
180,2797217,83,2010-10-25 23:23:25
181,2797217,84,2010-10-25 23:23:25
199,2797217,75,2010-10-25 23:23:05
183,2797217,92,2010-10-25 23:23:39
184,2797217,110,2010-10-25 23:23:45
186,2797217,114,2010-10-25 23:23:52
187,2797217,131,2010-10-25 23:24:22
185,2797217,111,2010-10-25 23:23:49
189,2797217,74,2010-10-25 23:23:17
190,2797217,1,2011-01-18 00:36:35
191,2797217,113,2010-10-25 23:23:49
192,2797217,154,2011-01-18 00:38:06
193,2797217,145,2010-11-03 09:00:00
194,2797217,134,2010-10-25 23:34:54
195,2797217,143,2010-10-25 23:35:05
196,2797217,116,2010-10-26 08:00:00
197,2797217,41,2010-10-27 08:00:00
188,2797217,136,2010-11-01 09:00:00
221,2799076,23,2010-10-13 08:00:00
237,2802160,35,2010-10-18 22:01:02
235,2802160,32,2010-10-18 21:55:20
236,2802160,41,2010-10-18 22:07:21
238,2802160,26,2010-10-18 21:55:00
234,2802160,29,2010-10-18 21:55:10
240,2802160,36,2010-10-18 08:00:00
241,2802160,23,2010-10-13 08:00:00
242,2802160,25,2010-10-18 21:54:50
239,2802160,30,2010-10-18 22:09:49
233,2802160,56,2010-10-19 08:00:00
243,2802160,41,2010-10-27 08:00:00
231,2802160,245,2010-11-18 09:00:00
230,2802160,66,2010-12-07 21:46:24
229,2802160,244,2010-12-07 21:46:59
228,2802160,242,2010-12-07 21:46:56
227,2802160,53,2010-12-07 21:45:46
226,2802160,55,2010-12-07 21:45:53
225,2802160,47,2010-12-07 21:45:20
224,2802160,49,2010-12-07 21:45:41
223,2802160,48,2010-12-07 21:45:27
232,2802160,189,2010-12-24 00:41:04
272,2814003,41,2010-11-03 09:00:00
271,2814003,26,2010-11-08 20:24:48
270,2814003,25,2010-11-08 20:24:43
266,2814003,143,2010-11-08 20:34:50
268,2814003,36,2010-11-01 09:00:00
267,2814003,56,2010-11-01 09:00:00
273,2814003,67,2010-11-08 20:29:02
269,2814003,134,2010-11-08 20:31:30
274,2814003,35,2010-11-08 20:25:02
279,2814003,48,2010-11-08 20:27:42
276,2814003,41,2010-11-08 20:26:31
278,2814003,23,2010-10-19 08:00:00
265,2814003,29,2010-11-08 20:24:53
280,2814003,53,2010-11-08 20:27:52
281,2814003,202,2010-11-08 20:25:17
282,2814003,30,2010-11-08 20:27:27
283,2814003,189,2010-11-08 20:27:35
284,2814003,55,2010-11-08 20:28:06
275,2814003,32,2010-11-08 20:24:58
264,2814003,73,2010-11-08 20:29:43
277,2814003,66,2010-11-08 20:29:02
262,2814003,111,2010-11-08 20:30:31
263,2814003,49,2010-11-08 20:27:15
245,2814003,92,2010-11-08 20:30:20
246,2814003,85,2010-11-08 20:30:03
247,2814003,47,2010-11-08 20:27:03
248,2814003,83,2010-11-08 20:29:57
249,2814003,278,2010-11-08 20:29:53
250,2814003,74,2010-11-08 20:29:45
251,2814003,75,2010-11-08 20:29:11
252,2814003,113,2010-11-08 20:30:32
244,2814003,84,2010-11-08 20:29:57
254,2814003,131,2010-11-08 20:31:21
255,2814003,114,2010-11-08 20:30:42
256,2814003,110,2010-11-08 20:30:26
257,2814003,1,2011-01-07 20:55:45
258,2814003,21,2011-01-07 20:55:51
259,2814003,116,2010-11-09 09:00:00
260,2814003,136,2010-11-15 09:00:00
253,2814003,145,2010-11-17 09:00:00
261,2814003,154,2011-01-11 00:16:12
338,2817543,23,2010-10-22 08:00:00
337,2817543,28,2010-10-25 08:00:00
336,2817543,62,2010-10-25 08:00:00
335,2817543,25,2010-10-25 17:33:31
334,2817543,26,2010-10-25 17:33:50
333,2817543,27,2010-10-25 17:37:23
332,2817543,29,2010-10-25 17:37:42
328,2817543,188,2010-10-25 17:38:42
330,2817543,180,2010-10-25 17:38:00
329,2817543,66,2011-03-04 21:31:47
327,2817543,35,2010-11-02 18:06:18
326,2817543,36,2010-11-04 09:00:00
325,2817543,245,2010-12-07 09:00:00
324,2817543,32,2010-10-25 17:37:52
339,2817543,184,2010-10-25 17:38:16
331,2817543,185,2010-10-25 17:38:21
340,2817543,62,2010-12-07 09:00:00
350,2817543,38,2010-12-09 21:10:44
342,2817543,49,2010-12-09 21:21:28
323,2817543,30,2010-12-09 21:22:04
358,2817543,247,2011-01-10 21:51:09
357,2817543,47,2010-12-09 21:13:44
356,2817543,53,2010-12-09 21:22:40
355,2817543,47,2011-03-04 21:30:14
354,2817543,189,2010-12-09 21:22:14
353,2817543,61,2011-03-04 21:30:34
341,2817543,61,2011-01-10 21:49:19
352,2817543,53,2011-03-04 21:30:27
349,2817543,244,2011-01-10 21:50:55
348,2817543,48,2010-12-09 21:22:26
347,2817543,49,2011-03-04 01:45:57
346,2817543,66,2011-01-10 21:50:32
345,2817543,48,2011-03-04 21:30:16
344,2817543,202,2010-12-09 21:10:49
343,2817543,242,2011-01-10 21:50:51
351,2817543,248,2010-12-29 09:00:00
322,2817543,181,2010-10-25 17:38:07
294,2817543,85,2011-03-04 21:32:18
320,2817543,21,2011-07-08 21:34:20
299,2817543,83,2011-03-04 21:32:15
298,2817543,96,2011-03-04 21:32:23
297,2817543,292,2011-03-04 21:36:06
296,2817543,73,2011-03-04 21:32:02
295,2817543,74,2011-03-04 21:32:06
321,2817543,67,2011-03-04 21:31:47
293,2817543,94,2011-03-04 21:32:18
292,2817543,278,2011-03-04 21:32:10
291,2817543,95,2011-03-04 21:32:23
290,2817543,103,2011-03-04 21:34:39
289,2817543,104,2011-03-04 21:34:48
288,2817543,109,2011-03-04 21:34:54
287,2817543,283,2011-03-04 21:34:59
286,2817543,284,2011-03-04 21:35:21
285,2817543,290,2011-03-04 21:36:06
300,2817543,84,2011-03-04 21:32:15
302,2817543,294,2011-03-04 21:43:35
301,2817543,102,2011-03-08 09:00:00
312,2817543,155,2011-07-08 21:34:27
317,2817543,113,2011-05-12 19:40:31
316,2817543,108,2011-03-08 09:00:00
315,2817543,286,2011-03-17 09:00:00
314,2817543,134,2011-05-12 23:01:02
313,2817543,299,2011-05-12 19:40:14
303,2817543,145,2011-05-18 08:00:00
318,2817543,111,2011-05-12 19:40:31
311,2817543,114,2011-05-12 19:41:28
309,2817543,143,2011-05-12 23:01:18
308,2817543,296,2011-03-14 09:00:00
307,2817543,131,2011-05-12 20:08:01
306,2817543,9,2011-07-08 21:34:12
305,2817543,116,2011-05-10 08:00:00
304,2817543,136,2011-05-16 08:00:00
310,2817543,75,2011-03-04 21:31:54
319,2817543,110,2011-05-12 19:40:23
364,2824783,29,2011-07-08 18:54:12
365,2824783,32,2011-07-08 18:54:14
363,2824783,26,2010-10-28 23:34:57
359,2824783,23,2010-10-27 08:00:00
361,2824783,28,2011-07-08 18:54:08
360,2824783,25,2010-10-28 23:34:42
362,2824783,27,2011-07-08 18:54:08
378,2825088,23,2010-10-26 08:00:00
377,2825088,25,2010-10-28 23:50:31
376,2825088,26,2010-10-28 23:50:42
375,2825088,27,2012-03-29 18:35:29
374,2825088,28,2012-03-29 18:35:29
373,2825088,167,2012-03-29 18:35:35
379,2825088,179,2012-03-29 18:35:38
371,2825088,35,2012-03-29 18:35:40
370,2825088,36,2012-03-29 18:35:40
369,2825088,189,2012-03-29 18:35:46
368,2825088,49,2012-03-29 18:35:47
367,2825088,41,2012-03-29 18:35:51
366,2825088,47,2012-03-29 18:36:03
372,2825088,48,2012-03-29 18:36:04
400,2830183,26,2010-11-02 23:41:08
401,2830183,29,2010-11-02 23:41:14
402,2830183,35,2010-11-02 23:46:26
403,2830183,32,2010-11-02 23:41:19
404,2830183,41,2010-11-03 00:05:29
405,2830183,67,2010-12-09 01:45:32
406,2830183,49,2010-12-09 01:45:07
410,2830183,74,2010-12-09 01:45:44
408,2830183,41,2010-11-10 09:00:00
409,2830183,66,2010-12-09 01:45:32
411,2830183,47,2010-12-09 01:44:58
412,2830183,56,2010-12-08 09:00:00
413,2830183,278,2010-12-09 01:45:48
414,2830183,53,2010-12-09 01:45:11
398,2830183,48,2010-12-09 01:45:00
407,2830183,55,2010-12-09 01:45:20
397,2830183,84,2010-12-09 01:45:49
399,2830183,25,2010-11-02 23:41:01
395,2830183,114,2010-12-14 21:22:20
380,2830183,83,2010-12-09 01:45:49
381,2830183,85,2010-12-09 01:45:52
382,2830183,116,2010-12-14 09:00:00
383,2830183,189,2010-12-14 21:21:48
384,2830183,30,2010-12-14 21:20:16
386,2830183,111,2010-12-14 21:22:12
387,2830183,75,2010-12-09 01:45:37
385,2830183,131,2010-12-14 21:22:40
389,2830183,73,2010-12-09 01:45:42
390,2830183,92,2010-12-14 21:22:03
391,2830183,202,2010-12-14 21:21:52
392,2830183,23,2010-10-22 08:00:00
393,2830183,113,2010-12-14 21:22:12
394,2830183,110,2010-12-14 21:22:08
396,2830183,36,2010-11-02 09:00:00
388,2830183,134,2010-12-14 21:23:35
442,2831567,56,2010-12-07 09:00:00
437,2831567,36,2010-11-02 09:00:00
438,2831567,25,2010-11-02 20:44:58
439,2831567,35,2010-11-02 20:52:09
440,2831567,26,2010-11-02 20:45:04
441,2831567,29,2010-11-02 20:45:09
443,2831567,32,2010-11-02 20:45:17
451,2831567,48,2010-12-07 20:23:57
445,2831567,53,2010-12-07 20:24:09
446,2831567,55,2010-12-07 20:26:12
447,2831567,75,2010-12-07 20:26:47
448,2831567,66,2010-12-07 20:26:43
449,2831567,23,2010-10-25 08:00:00
450,2831567,116,2010-12-06 09:00:00
435,2831567,41,2010-11-02 23:30:17
452,2831567,47,2010-12-07 20:23:55
444,2831567,49,2010-12-07 20:24:03
434,2831567,67,2010-12-07 20:26:43
436,2831567,41,2010-11-10 09:00:00
432,2831567,73,2010-12-07 20:26:52
433,2831567,136,2010-12-10 09:00:00
415,2831567,111,2010-12-07 21:59:27
416,2831567,83,2010-12-07 20:27:06
417,2831567,84,2010-12-07 20:27:06
419,2831567,92,2010-12-07 21:59:19
420,2831567,85,2010-12-07 20:27:11
421,2831567,30,2010-12-07 21:58:57
422,2831567,114,2010-12-07 21:59:30
418,2831567,189,2010-12-07 21:59:01
424,2831567,143,2010-12-07 23:20:06
425,2831567,74,2010-12-07 20:26:55
426,2831567,145,2010-12-15 09:00:00
427,2831567,278,2010-12-07 20:27:04
428,2831567,110,2010-12-07 21:59:23
429,2831567,202,2010-12-07 21:59:05
430,2831567,113,2010-12-07 21:59:27
423,2831567,134,2010-12-07 23:19:56
431,2831567,131,2010-12-07 21:59:38
486,2832460,41,2010-11-02 23:06:43
485,2832460,29,2010-11-02 23:03:52
484,2832460,202,2010-12-23 19:53:45
483,2832460,204,2010-12-22 09:00:00
480,2832460,32,2010-11-02 23:03:57
481,2832460,41,2010-11-10 09:00:00
479,2832460,25,2010-11-02 23:03:34
487,2832460,217,2010-12-23 19:55:15
482,2832460,36,2010-11-02 09:00:00
488,2832460,224,2010-12-23 09:00:00
497,2832460,203,2010-12-23 19:53:46
490,2832460,47,2010-12-23 19:52:58
491,2832460,48,2011-01-26 03:58:38
492,2832460,83,2011-01-26 04:00:59
493,2832460,223,2010-12-23 19:55:44
494,2832460,56,2011-01-25 09:00:00
495,2832460,214,2010-12-23 19:54:09
499,2832460,216,2010-12-23 19:54:14
496,2832460,30,2010-12-23 19:53:36
498,2832460,55,2011-01-26 03:59:20
478,2832460,75,2011-01-26 03:59:44
489,2832460,49,2010-12-23 19:53:29
477,2832460,53,2011-01-26 03:59:05
456,2832460,92,2011-01-26 04:01:14
475,2832460,66,2011-01-26 03:59:39
476,2832460,23,2010-11-01 09:00:00
453,2832460,84,2011-01-26 04:00:59
454,2832460,74,2011-01-26 04:00:13
457,2832460,278,2011-01-26 04:00:18
458,2832460,85,2011-01-26 04:01:05
459,2832460,111,2011-01-26 04:01:19
460,2832460,226,2011-02-02 00:18:03
461,2832460,73,2011-01-26 04:00:11
462,2832460,110,2011-01-26 04:01:16
463,2832460,131,2011-02-02 00:18:19
455,2832460,134,2011-02-02 00:18:21
465,2832460,189,2011-02-02 00:17:44
464,2832460,136,2011-02-01 09:00:00
474,2832460,116,2011-02-01 09:00:00
473,2832460,35,2010-11-02 23:06:24
471,2832460,143,2011-02-02 00:24:17
472,2832460,67,2011-01-26 03:59:39
469,2832460,114,2011-02-02 00:18:05
468,2832460,225,2011-02-02 00:17:52
467,2832460,113,2011-02-02 00:18:03
466,2832460,26,2010-11-02 23:03:46
470,2832460,145,2011-02-09 09:00:00
519,2833073,73,2010-12-09 02:10:30
524,2833073,36,2010-11-02 09:00:00
520,2833073,134,2010-12-14 23:06:17
521,2833073,26,2010-11-02 23:47:21
522,2833073,67,2010-12-09 02:10:23
523,2833073,32,2010-11-02 23:47:36
525,2833073,35,2010-11-02 23:50:28
531,2833073,41,2010-11-02 23:55:26
527,2833073,41,2010-11-10 09:00:00
528,2833073,56,2010-12-08 09:00:00
529,2833073,47,2010-12-09 02:10:02
530,2833073,48,2010-12-09 02:10:03
532,2833073,49,2010-12-09 02:10:07
534,2833073,53,2010-12-09 02:10:11
518,2833073,25,2010-11-02 23:47:11
559,2838476,25,2010-11-04 21:17:57
554,2838476,85,2010-12-13 22:05:28
555,2838476,29,2010-11-04 21:18:12
556,2838476,66,2010-12-13 22:05:07
557,2838476,32,2010-11-04 21:18:18
558,2838476,23,2010-10-26 08:00:00
560,2838476,35,2010-11-04 21:24:25
569,2838476,202,2010-12-13 22:04:05
562,2838476,49,2010-11-05 00:24:21
563,2838476,30,2010-11-05 00:24:28
564,2838476,47,2010-11-05 00:26:31
565,2838476,41,2010-11-17 09:00:00
566,2838476,56,2010-12-13 09:00:00
567,2838476,189,2010-12-13 22:03:58
568,2838476,41,2010-11-05 00:23:47
561,2838476,53,2010-12-13 22:04:23
552,2838476,73,2010-12-13 22:05:16
553,2838476,36,2010-11-04 09:00:00
550,2838476,67,2010-12-13 22:05:07
551,2838476,26,2010-11-04 21:18:04
535,2838476,74,2010-12-13 22:05:18
536,2838476,48,2010-12-13 22:04:08
537,2838476,278,2010-12-13 22:05:21
539,2838476,83,2010-12-13 22:05:24
540,2838476,75,2010-12-13 22:05:11
541,2838476,84,2010-12-13 22:05:24
538,2838476,55,2010-12-13 22:04:49
543,2838476,92,2010-12-14 22:07:08
544,2838476,110,2010-12-14 22:07:23
545,2838476,111,2010-12-14 22:07:27
546,2838476,113,2010-12-14 22:07:27
547,2838476,114,2010-12-14 22:08:09
548,2838476,131,2010-12-14 22:10:53
542,2838476,116,2010-12-16 09:00:00
549,2838476,134,2010-12-14 22:11:05
598,2839858,56,2010-11-30 09:00:00
597,2839858,29,2010-11-05 00:08:21
596,2839858,35,2010-11-05 00:12:35
593,2839858,36,2010-11-04 09:00:00
594,2839858,32,2010-11-05 00:08:26
592,2839858,30,2010-11-05 00:20:58
599,2839858,26,2010-11-05 00:04:49
595,2839858,25,2010-11-05 00:04:34
600,2839858,189,2010-11-05 00:21:17
609,2839858,23,2010-11-02 09:00:00
602,2839858,47,2010-11-05 00:21:37
604,2839858,202,2010-11-29 20:21:04
605,2839858,53,2010-11-29 20:21:16
606,2839858,55,2010-11-29 20:21:28
607,2839858,49,2010-11-05 00:21:29
608,2839858,66,2010-11-29 20:38:13
610,2839858,67,2010-11-29 20:38:13
591,2839858,75,2010-11-29 20:38:22
601,2839858,143,2010-11-29 20:47:12
590,2839858,116,2010-11-30 09:00:00
603,2839858,48,2010-11-29 20:20:57
588,2839858,73,2010-11-29 20:38:33
571,2839858,85,2010-11-29 20:38:50
572,2839858,110,2010-11-29 20:39:07
573,2839858,278,2010-11-29 20:38:40
574,2839858,92,2010-11-29 20:39:01
575,2839858,113,2010-11-29 20:39:10
576,2839858,83,2010-11-29 20:38:46
589,2839858,41,2010-11-17 09:00:00
577,2839858,84,2010-11-29 20:38:46
578,2839858,114,2010-11-29 20:39:18
570,2839858,41,2010-11-05 00:21:55
580,2839858,134,2010-11-29 20:46:59
581,2839858,136,2010-12-06 09:00:00
582,2839858,145,2010-12-08 09:00:00
583,2839858,1,2011-01-21 18:09:18
584,2839858,154,2011-01-21 18:09:20
585,2839858,21,2011-01-21 18:09:20
586,2839858,74,2010-11-29 20:38:35
587,2839858,111,2010-11-29 20:39:10
579,2839858,131,2010-11-29 20:39:29
640,2840219,49,2010-11-05 01:13:36
639,2840219,26,2010-11-05 00:46:59
638,2840219,48,2010-11-26 00:24:34
634,2840219,30,2010-11-05 01:13:41
636,2840219,29,2010-11-05 00:47:03
635,2840219,35,2010-11-05 00:54:36
641,2840219,66,2010-11-26 01:11:34
637,2840219,25,2010-11-05 00:46:53
642,2840219,23,2010-11-02 09:00:00
646,2840219,36,2010-11-04 09:00:00
644,2840219,67,2010-11-26 01:11:34
645,2840219,41,2010-11-17 09:00:00
647,2840219,47,2010-11-26 00:24:07
648,2840219,189,2010-11-26 00:24:19
649,2840219,41,2010-11-05 01:13:22
650,2840219,202,2010-11-26 00:24:29
651,2840219,53,2010-11-26 00:24:43
633,2840219,32,2010-11-05 00:47:06
643,2840219,55,2010-11-26 00:24:53
632,2840219,75,2010-11-26 01:11:39
631,2840219,73,2010-11-26 01:11:42
630,2840219,74,2010-11-26 01:11:44
612,2840219,83,2010-11-26 01:11:50
613,2840219,56,2010-12-06 09:00:00
614,2840219,114,2010-11-26 01:12:16
615,2840219,85,2010-11-26 01:11:53
616,2840219,110,2010-11-26 01:12:06
617,2840219,1,2011-01-21 18:13:09
618,2840219,84,2010-11-26 01:11:50
619,2840219,131,2010-11-26 01:12:46
620,2840219,278,2010-11-26 01:11:48
611,2840219,113,2010-11-26 01:12:11
622,2840219,21,2011-01-21 18:13:10
623,2840219,134,2010-11-26 01:18:37
624,2840219,143,2010-11-26 01:19:07
625,2840219,111,2010-11-26 01:12:11
626,2840219,116,2010-11-30 09:00:00
627,2840219,136,2010-12-06 09:00:00
628,2840219,92,2010-11-26 01:11:59
629,2840219,145,2010-12-08 09:00:00
621,2840219,154,2011-01-21 18:13:10
681,2840553,25,2010-11-05 01:17:29
680,2840553,26,2010-11-05 01:17:45
679,2840553,55,2010-11-25 21:53:18
675,2840553,29,2010-11-05 01:17:51
677,2840553,49,2010-11-05 01:22:28
676,2840553,41,2010-11-05 01:22:50
682,2840553,48,2010-11-25 21:52:45
678,2840553,36,2010-11-04 09:00:00
683,2840553,35,2010-11-05 01:19:51
687,2840553,47,2010-11-25 21:52:41
685,2840553,41,2010-11-17 09:00:00
686,2840553,30,2010-11-05 01:22:44
688,2840553,53,2010-11-25 21:52:51
689,2840553,66,2010-11-25 21:53:43
690,2840553,202,2010-11-25 21:52:28
691,2840553,189,2010-11-25 21:52:34
692,2840553,67,2010-11-25 21:53:43
674,2840553,32,2010-11-05 01:17:55
684,2840553,23,2010-11-02 09:00:00
673,2840553,75,2010-11-25 21:53:49
672,2840553,73,2010-11-25 21:53:53
671,2840553,74,2010-11-25 21:53:54
652,2840553,84,2010-11-25 21:54:01
653,2840553,85,2010-11-25 21:54:27
654,2840553,136,2010-12-06 09:00:00
655,2840553,92,2010-11-25 21:54:36
656,2840553,111,2010-11-25 21:54:49
658,2840553,154,2011-01-21 18:02:48
659,2840553,83,2010-11-25 21:54:01
660,2840553,110,2010-11-25 21:54:45
661,2840553,1,2011-01-21 18:01:58
657,2840553,114,2010-11-25 21:54:53
663,2840553,113,2010-11-25 21:54:49
662,2840553,143,2010-11-25 22:03:34
669,2840553,131,2010-11-25 21:55:11
668,2840553,145,2010-12-08 09:00:00
667,2840553,21,2011-01-21 18:02:47
670,2840553,278,2010-11-25 21:53:58
