,Case ID,Activity,Complete Timestamp
209,85,1,2011-02-25 02:01:50
208,85,8,2011-02-25 02:03:45
210,85,6,2011-03-04 19:02:13
214,86,1,2012-06-13 00:12:48
213,86,8,2012-06-15 15:27:33
212,86,9,2012-06-15 18:00:52
215,87,1,2011-11-14 23:35:55
225,88,1,2010-09-24 15:57:49
224,88,1,2010-09-24 21:43:51
226,88,9,2010-09-24 21:44:52
222,88,8,2010-10-04 18:48:54
223,88,6,2010-10-04 18:49:08
227,90,1,2010-03-16 16:59:03
228,90,8,2010-03-17 18:02:03
229,90,6,2010-03-17 18:49:51
230,91,1,2011-05-24 20:51:35
231,91,8,2011-05-24 20:52:07
233,92,1,2010-03-09 19:09:33
234,92,8,2010-03-09 19:09:44
235,92,6,2010-03-18 18:27:56
238,93,1,2012-07-25 15:02:54
236,93,8,2012-07-30 17:39:04
237,93,6,2012-08-02 23:14:07
241,94,1,2012-02-08 17:33:56
239,94,8,2012-02-08 17:34:08
240,94,6,2012-02-08 17:34:34
242,95,1,2011-09-26 18:27:14
243,95,8,2011-09-29 21:54:32
244,95,6,2011-09-30 17:09:23
245,96,1,2012-02-28 01:31:32
246,96,8,2012-02-28 17:52:59
247,96,6,2012-02-29 17:25:13
248,96,6,2012-02-29 17:25:14
251,98,1,2012-07-05 20:16:51
249,98,8,2012-07-05 20:20:39
250,98,6,2012-07-09 21:21:24
254,99,1,2011-05-11 18:16:32
252,99,8,2011-05-11 18:17:55
253,99,6,2011-05-16 16:33:29
255,101,3,2010-06-18 21:47:15
256,101,1,2010-06-18 22:18:15
257,101,8,2010-06-29 15:35:47
258,101,6,2010-06-29 16:33:07
260,102,1,2012-01-30 18:09:29
259,102,8,2012-01-30 18:09:57
261,102,6,2012-01-31 17:12:06
266,103,2,2010-06-09 15:18:28
268,103,8,2010-06-09 15:18:05
265,103,6,2010-06-16 17:23:07
267,103,8,2010-06-07 23:16:44
263,103,1,2010-06-07 15:30:54
262,103,9,2010-06-08 18:37:29
264,103,1,2010-06-07 15:49:10
269,104,1,2011-01-27 17:34:59
270,104,8,2011-01-27 18:32:40
271,104,6,2011-01-27 18:34:24
272,108,1,2011-01-12 20:28:16
273,108,8,2011-01-24 18:21:26
274,108,6,2011-01-26 17:12:39
275,109,1,2010-09-24 23:35:31
276,109,8,2010-09-27 17:11:48
277,109,9,2010-09-28 16:31:41
278,109,8,2010-11-08 18:33:36
279,109,6,2010-11-08 18:33:57
282,110,1,2010-12-16 18:33:24
280,110,8,2010-12-16 18:40:25
283,111,1,2010-06-29 22:00:48
284,111,8,2010-06-29 23:16:26
285,111,6,2010-06-30 16:05:04
290,112,1,2011-10-06 15:50:55
291,112,8,2011-10-07 22:03:47
292,112,6,2011-10-14 22:44:32
296,113,1,2010-05-24 18:23:15
295,113,3,2010-05-06 23:51:48
293,113,6,2010-05-25 22:11:28
294,113,8,2010-05-25 21:48:24
297,116,1,2011-04-08 21:02:03
298,116,8,2011-04-08 21:02:38
299,116,6,2011-04-08 21:07:10
300,117,1,2012-07-19 18:59:25
301,117,8,2012-07-20 16:49:34
302,117,6,2012-07-20 22:44:15
303,118,1,2011-03-07 20:02:24
304,118,8,2011-03-07 20:02:41
305,118,6,2011-03-07 22:14:21
308,119,1,2011-12-05 23:22:17
307,119,8,2011-12-05 23:58:56
306,119,6,2011-12-13 18:22:04
309,120,1,2012-04-24 22:07:03
310,120,8,2012-05-08 18:53:06
311,120,9,2012-05-08 20:31:30
312,120,6,2012-05-08 22:04:27
313,121,1,2011-02-09 22:28:58
316,122,1,2011-02-15 00:23:08
317,122,8,2011-02-15 20:17:46
318,122,6,2011-02-15 20:52:47
323,123,1,2011-05-06 15:33:07
322,123,8,2011-05-06 15:33:39
319,123,9,2011-05-06 20:55:50
320,123,8,2011-05-12 21:45:43
321,123,6,2011-05-12 21:45:54
324,124,1,2012-06-07 23:31:32
325,124,8,2012-06-08 14:47:21
326,124,6,2012-06-08 14:47:30
327,125,1,2010-08-19 17:48:49
328,125,8,2010-08-19 17:49:49
329,125,9,2010-08-19 18:07:15
333,126,1,2012-07-25 23:34:31
334,126,1,2012-08-27 21:28:50
332,126,6,2012-08-27 22:18:05
335,127,1,2010-03-12 18:28:49
336,127,8,2010-03-12 18:29:00
337,127,6,2010-03-12 18:37:27
338,128,1,2011-11-28 17:10:27
339,128,6,2011-11-28 18:46:59
344,130,8,2010-04-08 17:01:11
341,130,6,2010-04-08 17:01:19
342,130,3,2010-04-08 16:58:03
343,130,1,2010-04-08 17:01:05
346,132,1,2012-06-21 20:50:46
348,132,8,2012-06-21 21:30:02
347,132,9,2012-06-21 22:32:08
349,133,1,2011-01-26 20:24:58
350,133,1,2011-01-26 20:59:56
351,133,8,2011-01-26 21:00:03
352,133,6,2011-01-28 23:29:17
353,134,1,2011-04-19 22:42:45
354,134,8,2011-04-19 22:45:25
362,135,8,2011-03-03 18:46:37
361,135,6,2011-02-14 21:02:59
359,135,6,2011-03-03 23:05:29
360,135,9,2011-02-10 17:27:30
357,135,8,2011-02-14 21:01:11
356,135,8,2011-02-08 20:58:01
358,135,1,2011-02-08 20:57:41
363,136,1,2012-06-06 22:48:56
364,136,8,2012-06-07 20:19:44
365,136,6,2012-06-08 15:13:29
366,137,1,2011-08-05 21:00:13
367,137,8,2011-08-11 18:30:47
368,137,9,2011-08-12 21:42:55
370,138,1,2012-03-02 18:13:46
371,138,8,2012-03-02 18:13:56
372,138,6,2012-03-02 18:34:03
375,139,1,2010-04-19 15:44:31
376,141,1,2011-01-12 19:39:32
377,141,8,2011-01-12 19:39:56
378,141,9,2011-01-12 19:50:26
379,141,8,2011-01-12 20:07:51
380,141,9,2011-01-12 20:34:34
381,141,8,2011-01-26 18:25:14
382,141,6,2011-01-26 18:26:04
385,142,1,2012-03-07 20:00:05
383,142,8,2012-03-08 22:53:36
384,142,6,2012-03-09 23:48:25
388,146,1,2010-10-05 22:55:27
389,148,1,2012-01-09 20:19:35
390,148,8,2012-01-10 01:14:26
391,148,6,2012-01-10 01:14:53
392,148,6,2012-01-10 01:14:53
394,149,1,2011-02-09 23:35:27
393,149,8,2011-02-10 00:16:21
395,149,6,2011-02-10 00:24:44
400,150,1,2011-05-18 16:39:49
401,150,3,2011-05-18 16:39:41
399,150,8,2011-05-18 16:41:36
398,150,9,2011-05-23 23:20:54
397,150,6,2011-05-26 15:56:00
402,151,1,2010-02-10 19:25:33
403,151,8,2010-02-10 19:33:38
404,151,6,2010-02-10 19:33:49
405,152,1,2012-05-18 20:08:58
406,152,8,2012-05-24 18:00:37
407,152,6,2012-05-25 16:12:16
408,153,1,2012-07-02 15:35:06
409,153,8,2012-07-02 19:00:33
410,153,6,2012-07-02 19:01:29
415,155,1,2010-12-15 01:19:51
416,157,1,2011-05-24 15:13:23
417,157,8,2011-05-31 23:42:09
421,158,1,2010-09-20 23:57:01
419,158,8,2010-09-21 15:45:37
420,158,6,2010-09-21 15:53:48
423,159,1,2011-09-21 15:12:16
424,159,8,2011-09-21 15:46:44
422,159,6,2011-09-27 21:20:30
426,160,1,2011-02-25 19:55:02
427,160,8,2011-02-25 22:26:45
425,160,6,2011-02-25 22:28:30
428,161,1,2010-08-10 15:16:09
431,162,1,2011-10-04 23:47:43
432,162,1,2011-10-07 21:29:10
433,162,6,2011-10-07 21:30:00
434,163,1,2010-10-15 16:27:20
435,163,8,2010-10-27 19:46:30
436,163,6,2010-10-27 19:46:36
437,164,1,2010-09-28 20:44:01
438,164,8,2010-09-28 20:46:50
439,164,6,2010-09-28 22:03:08
441,165,1,2012-01-14 01:36:23
442,166,1,2010-02-11 17:48:50
443,166,8,2010-02-24 01:56:28
444,166,6,2010-02-24 01:56:36
445,167,1,2011-11-23 23:43:38
450,168,1,2012-01-09 19:01:47
451,168,8,2012-01-09 20:20:28
452,168,6,2012-01-09 20:21:29
457,170,1,2012-05-02 23:54:51
458,170,8,2012-05-03 15:51:09
459,171,1,2011-08-29 22:12:48
460,171,1,2011-08-30 17:49:49
461,171,8,2011-08-30 18:06:35
462,171,6,2011-08-31 15:34:45
463,172,1,2010-09-17 00:02:20
464,172,8,2010-09-21 22:03:12
465,172,6,2010-09-27 18:08:54
469,173,1,2010-11-15 18:15:27
468,173,1,2010-11-15 18:15:12
466,173,6,2010-11-16 22:01:14
467,173,8,2010-11-16 21:58:01
470,174,1,2011-10-24 18:22:28
471,174,8,2011-11-04 00:48:18
472,174,9,2011-11-05 01:24:35
473,174,6,2011-11-09 23:20:52
474,175,1,2010-10-05 15:46:59
475,175,8,2010-10-05 15:59:41
479,176,1,2012-07-17 18:44:26
477,176,8,2012-07-17 18:44:48
478,176,6,2012-07-18 21:11:34
482,177,1,2012-01-18 17:12:04
480,177,8,2012-01-18 17:21:52
483,178,1,2012-02-22 23:49:43
484,178,8,2012-02-22 23:49:52
485,178,6,2012-02-29 18:36:49
486,179,1,2012-04-11 21:30:07
487,179,8,2012-04-12 17:29:39
488,179,6,2012-04-12 20:57:39
489,180,1,2011-10-06 18:23:22
492,181,1,2011-09-29 17:51:55
493,181,6,2011-09-30 21:14:19
496,182,1,2010-05-20 16:31:32
494,182,8,2010-05-24 18:55:17
495,182,6,2010-05-24 18:59:57
497,183,3,2010-05-19 23:08:49
498,183,1,2010-05-20 15:53:47
499,183,8,2010-05-24 15:15:57
500,183,6,2010-05-24 15:18:09
501,185,1,2010-11-02 22:49:59
502,185,8,2010-11-03 23:06:18
503,185,9,2010-11-03 23:06:51
504,185,8,2010-11-18 18:52:12
505,185,6,2010-11-18 18:52:18
508,186,8,2012-07-13 21:25:40
509,186,1,2012-07-13 16:20:00
507,186,6,2012-07-18 15:05:36
506,186,9,2012-07-13 21:48:10
510,187,1,2010-10-25 21:14:08
511,187,8,2010-10-27 21:27:14
512,187,6,2010-10-27 21:29:30
513,188,1,2012-01-09 22:58:58
514,188,8,2012-01-09 22:59:09
515,188,6,2012-01-10 18:03:01
518,189,1,2010-02-02 23:04:15
519,189,1,2010-02-02 22:49:13
517,189,6,2010-02-03 23:27:16
516,189,8,2010-02-03 23:27:07
520,190,1,2011-02-22 00:36:25
521,190,8,2011-02-22 01:44:27
522,190,6,2011-03-03 23:26:19
523,194,1,2012-02-08 20:28:03
524,194,8,2012-02-10 19:28:30
530,195,8,2010-09-23 17:25:07
531,195,1,2010-09-21 18:53:00
529,195,9,2010-09-27 18:09:43
532,195,8,2010-09-29 15:06:22
527,195,8,2010-09-29 20:29:35
526,195,9,2010-09-29 16:04:55
528,195,6,2010-09-29 20:29:47
535,196,1,2011-11-16 19:45:30
533,196,8,2011-11-17 22:31:33
534,196,6,2011-11-17 22:32:09
536,197,1,2012-06-01 16:18:57
537,197,8,2012-06-04 15:56:22
538,197,6,2012-06-04 17:46:33
539,197,6,2012-06-04 17:46:33
540,198,1,2011-04-28 21:46:15
541,198,8,2011-04-28 21:46:46
542,198,6,2011-05-09 23:43:48
543,199,8,2011-12-14 00:45:50
544,199,6,2011-12-14 19:27:28
547,200,1,2012-04-12 22:59:24
546,200,8,2012-04-13 23:07:02
545,200,6,2012-04-16 21:40:01
548,201,1,2011-08-22 15:06:31
549,201,8,2011-08-22 17:14:28
550,201,6,2011-08-22 17:31:48
551,203,1,2010-06-11 18:18:02
552,203,8,2010-06-11 20:22:40
553,203,6,2010-06-16 16:04:16
554,204,1,2011-11-01 00:30:39
555,204,8,2011-11-01 00:30:50
556,204,6,2011-11-02 22:41:11
560,205,1,2010-12-07 20:10:52
559,205,8,2010-12-09 20:19:43
562,206,1,2011-03-04 19:26:28
563,206,8,2011-03-04 19:29:32
564,206,9,2011-03-04 20:32:51
565,206,8,2011-03-11 20:48:16
566,206,6,2011-03-11 20:48:28
567,207,1,2011-06-21 21:40:37
568,207,8,2011-06-23 21:54:10
569,207,6,2011-07-11 15:42:06
570,208,1,2010-10-12 18:50:55
575,209,1,2012-01-11 19:39:43
573,209,8,2012-01-11 19:40:06
574,209,6,2012-01-11 19:41:58
576,211,1,2012-08-02 18:02:57
577,211,6,2012-08-03 20:56:13
578,212,1,2012-05-14 20:39:34
579,212,8,2012-05-14 20:39:41
580,212,6,2012-05-14 21:28:38
581,213,1,2011-07-19 18:43:29
583,214,1,2011-01-26 17:16:35
584,214,1,2011-01-26 17:57:02
585,214,8,2011-01-26 17:57:35
586,214,6,2011-01-27 17:24:33
589,215,1,2010-04-15 15:13:46
587,215,8,2010-04-27 22:30:12
588,215,6,2010-04-27 22:30:18
590,216,1,2010-03-24 20:14:07
591,216,1,2010-03-24 20:14:29
592,216,8,2010-03-24 20:14:37
593,216,6,2010-03-24 20:14:41
594,217,1,2011-03-04 18:34:36
595,217,8,2011-03-04 18:35:05
596,217,6,2011-03-09 00:20:32
603,218,8,2011-04-08 20:49:14
602,218,9,2011-03-31 23:35:15
600,218,6,2011-04-08 21:01:12
601,218,6,2011-03-26 01:31:47
598,218,8,2011-03-28 17:02:16
597,218,8,2011-03-26 01:17:36
599,218,1,2011-03-26 01:16:00
604,219,8,2011-11-11 19:10:51
605,219,9,2011-11-11 19:52:25
606,219,8,2011-11-15 17:46:26
607,219,6,2011-11-15 17:47:32
608,219,6,2011-11-15 17:47:33
609,220,1,2011-07-25 19:03:37
610,220,8,2011-07-28 21:41:04
611,220,9,2011-08-04 17:47:48
612,220,6,2011-08-04 21:25:57
615,221,1,2011-11-23 19:46:01
613,221,8,2011-11-26 00:11:06
614,221,6,2011-11-28 20:46:18
616,222,1,2012-02-01 20:34:03
617,222,6,2012-02-01 20:35:16
618,223,1,2012-03-15 22:28:02
619,223,8,2012-03-16 20:30:26
620,223,6,2012-03-17 00:29:01
621,223,6,2012-03-17 00:29:02
625,224,8,2012-05-28 22:21:21
624,224,1,2012-05-28 22:20:59
622,224,6,2012-05-29 16:06:03
623,224,9,2012-05-28 22:41:06
626,225,1,2011-07-21 21:48:19
627,225,6,2011-07-22 21:05:46
628,226,1,2011-04-12 00:01:34
629,226,8,2011-04-12 00:01:52
630,226,6,2011-04-13 18:20:49
632,227,1,2011-05-17 17:14:34
631,227,8,2011-05-17 17:14:52
633,227,6,2011-05-20 20:41:53
635,228,1,2010-09-22 23:39:16
637,229,1,2011-11-23 18:44:28
642,231,1,2010-10-21 00:03:58
641,231,1,2010-10-19 22:08:14
639,231,6,2010-10-21 16:26:29
640,231,8,2010-10-21 00:04:16
643,234,1,2010-06-23 23:57:59
644,234,1,2010-06-28 20:12:55
645,234,8,2010-07-07 18:10:15
646,234,6,2010-07-07 18:10:30
647,236,1,2011-01-19 19:08:18
648,236,8,2011-02-05 01:33:09
649,236,6,2011-02-07 19:48:08
650,238,1,2010-07-23 22:27:40
651,238,8,2010-07-27 15:36:36
652,238,6,2010-07-27 15:37:32
654,239,1,2011-07-14 21:26:36
655,239,8,2011-07-14 23:50:15
653,239,6,2011-08-03 16:14:00
656,240,1,2011-07-27 23:30:16
657,240,8,2011-08-02 23:54:16
659,241,1,2012-05-17 23:53:08
660,241,8,2012-05-18 14:58:20
661,241,6,2012-05-21 16:27:17
662,242,1,2012-08-02 17:26:04
663,242,8,2012-08-22 22:24:49
664,242,6,2012-08-22 22:28:26
667,243,1,2012-06-20 22:41:25
665,243,8,2012-06-20 22:44:02
666,243,6,2012-06-20 22:44:33
670,244,1,2010-11-25 02:02:59
668,244,8,2010-11-25 02:21:52
669,244,6,2010-11-25 02:22:00
671,245,1,2010-04-28 23:21:11
672,245,8,2010-04-29 18:15:16
673,245,6,2010-05-03 20:56:35
674,246,1,2010-10-27 23:21:46
675,246,1,2010-11-02 23:57:09
676,246,8,2010-11-02 23:57:16
677,246,6,2010-11-02 23:57:22
678,247,3,2012-08-10 14:59:37
679,247,8,2012-08-10 15:02:47
680,247,6,2012-08-10 15:18:58
682,248,1,2011-11-08 22:32:15
683,248,6,2011-11-09 17:39:45
681,248,6,2011-11-09 17:39:46
684,249,1,2011-04-20 15:34:05
685,249,8,2011-04-20 15:35:25
686,249,6,2011-04-27 17:53:20
687,250,1,2011-02-23 02:06:59
690,251,1,2012-06-26 22:50:34
691,251,8,2012-07-03 15:44:06
692,251,6,2012-07-06 16:50:50
697,252,1,2011-01-19 23:55:14
696,252,8,2011-01-19 23:55:35
694,252,6,2011-01-21 00:21:38
698,254,1,2010-11-23 18:55:28
699,254,8,2010-11-30 23:09:41
700,254,6,2010-11-30 23:10:42
701,255,1,2012-03-06 17:24:19
702,255,8,2012-03-06 22:39:56
704,256,1,2011-01-12 01:41:38
705,256,8,2011-01-27 19:59:56
706,256,6,2011-01-27 20:00:26
709,257,1,2011-01-28 20:42:47
708,257,8,2011-02-09 22:50:46
710,258,1,2010-12-02 18:21:12
711,258,8,2010-12-02 19:16:17
712,258,9,2010-12-02 19:16:35
715,259,1,2010-03-23 17:10:15
716,259,1,2010-03-24 17:39:07
717,259,8,2010-03-24 17:39:20
718,259,6,2010-05-06 15:36:35
722,260,1,2010-10-18 21:29:40
721,260,1,2010-10-18 21:15:06
719,260,6,2010-11-15 22:47:26
720,260,8,2010-10-19 18:17:06
723,261,1,2012-07-30 18:55:26
724,261,8,2012-07-30 18:55:48
725,261,6,2012-07-30 21:14:37
726,263,1,2011-12-29 01:51:52
727,263,8,2011-12-29 19:16:43
728,263,6,2011-12-30 17:01:38
731,264,1,2011-03-09 22:27:13
729,264,8,2011-03-11 17:05:59
730,264,6,2011-03-11 17:22:38
734,266,1,2012-06-18 18:49:00
732,266,6,2012-06-20 15:11:19
735,267,1,2011-05-05 17:41:25
736,267,8,2011-05-05 17:42:08
737,267,6,2011-05-05 21:14:58
740,268,3,2010-07-23 16:22:58
738,268,1,2010-07-23 16:23:24
739,268,8,2010-07-23 16:29:53
741,268,6,2010-07-23 17:53:25
742,269,8,2011-12-12 17:40:49
743,269,6,2012-01-03 18:15:12
748,270,1,2011-04-01 16:48:44
749,270,8,2011-04-01 16:49:20
747,270,9,2011-04-01 17:42:02
745,270,9,2011-04-01 18:40:01
746,270,8,2011-04-04 18:05:40
744,270,6,2011-04-06 18:48:27
750,271,3,2010-03-08 20:43:25
751,271,1,2010-03-08 20:44:57
752,271,1,2010-03-08 20:45:49
753,271,8,2010-03-08 20:52:48
754,271,6,2010-03-09 02:00:50
755,272,1,2012-01-25 16:58:57
756,272,8,2012-01-25 17:39:02
757,272,9,2012-02-01 20:28:32
758,272,6,2012-02-29 02:21:41
761,273,1,2010-03-26 00:16:03
760,273,8,2010-03-26 00:32:12
759,273,6,2010-03-26 02:10:30
762,274,1,2012-04-20 18:47:22
763,274,8,2012-04-26 16:37:56
764,274,6,2012-04-26 20:19:28
765,275,1,2010-06-08 20:44:14
766,275,8,2010-06-28 22:02:44
767,275,6,2010-06-28 22:07:25
768,276,3,2010-03-30 23:58:20
769,276,1,2010-03-30 23:58:35
770,276,8,2010-03-30 23:59:10
771,276,6,2010-03-31 00:13:29
774,277,1,2012-03-13 18:47:21
772,277,8,2012-03-13 18:48:04
773,277,6,2012-03-14 23:35:22
775,278,1,2010-05-24 20:55:50
776,278,9,2010-05-25 23:38:49
777,278,8,2010-06-16 16:46:50
778,278,9,2010-06-16 16:47:04
779,278,8,2010-06-21 23:04:47
780,278,6,2010-06-22 20:27:44
781,279,1,2011-10-07 17:50:02
782,279,6,2011-10-07 17:50:33
785,280,1,2010-11-25 23:02:43
789,280,8,2010-11-30 01:25:15
788,280,9,2010-11-26 00:56:39
787,280,8,2010-11-25 23:03:26
784,280,6,2010-12-01 23:33:08
793,281,8,2011-07-04 20:19:44
790,281,6,2011-07-04 20:57:06
791,281,1,2011-06-30 21:42:32
792,281,1,2011-06-30 21:42:53
795,283,1,2012-06-12 17:18:08
796,283,8,2012-06-18 18:01:49
794,283,6,2012-07-02 17:44:23
799,284,1,2011-11-08 17:24:00
798,284,8,2011-11-08 17:24:19
797,284,6,2011-11-08 17:34:52
800,285,1,2012-05-02 18:41:57
803,287,1,2011-02-08 16:48:56
804,287,8,2011-02-08 16:49:34
805,287,6,2011-02-08 19:49:59
806,288,1,2011-11-17 18:35:43
807,288,8,2011-11-17 18:36:01
808,288,6,2011-11-17 23:00:05
811,289,1,2010-09-07 22:11:07
812,290,1,2012-02-14 20:05:29
813,290,9,2012-02-15 18:20:13
814,290,6,2012-03-01 00:31:24
815,290,6,2012-03-01 00:31:28
816,291,1,2010-10-13 18:21:33
817,291,1,2010-10-13 18:21:52
822,292,1,2012-08-02 16:46:54
821,292,8,2012-08-02 16:48:49
823,293,1,2012-07-27 21:10:43
824,293,8,2012-08-10 21:16:56
825,293,6,2012-08-14 16:26:51
826,294,1,2010-05-14 20:55:15
827,294,8,2010-05-14 21:02:16
828,294,6,2010-05-14 21:24:16
831,295,1,2012-02-15 18:20:54
832,295,8,2012-02-15 18:30:22
829,295,6,2012-02-15 22:06:58
830,295,6,2012-02-15 22:06:59
