,Case ID,Activity,Complete Timestamp
73,1-503573772,Queued+Awaiting Assignment,2012/03/26 11:57:04.000
72,1-503573772,Accepted+In Progress,2012/03/26 11:55:35.000
71,1-503573772,Completed+Closed,2012/05/12 01:21:31.000
70,1-503573772,Completed+Resolved,2012/05/04 08:59:39.000
69,1-503573772,Accepted+In Progress,2011/02/28 13:46:38.000
68,1-503573772,Queued+Awaiting Assignment,2011/02/28 13:47:22.000
66,1-503573772,Accepted+In Progress,2012/03/21 16:21:44.000
61,1-503573772,Queued+Awaiting Assignment,2011/02/24 16:19:35.000
64,1-503573772,Accepted+In Progress,2011/05/04 18:07:37.000
63,1-503573772,Queued+Awaiting Assignment,2012/02/17 14:49:34.000
62,1-503573772,Accepted+Wait,2012/04/03 15:29:49.000
65,1-503573772,Accepted+In Progress,2012/05/04 08:58:20.000
60,1-503573772,Accepted+In Progress,2011/02/24 16:17:52.000
59,1-503573772,Accepted+In Progress,2011/02/24 16:17:46.000
58,1-503573772,Queued+Awaiting Assignment,2011/02/28 13:53:24.000
57,1-503573772,Accepted+In Progress,2011/02/28 13:48:12.000
85,1-504538555,Accepted+In Progress,2012/04/04 15:54:40.000
87,1-504538555,Accepted+In Progress,2012/04/03 15:59:27.000
88,1-504538555,Accepted+In Progress,2011/05/04 18:08:55.000
92,1-504538555,Accepted+In Progress,2011/03/01 18:34:25.000
90,1-504538555,Accepted+In Progress,2012/05/04 08:55:03.000
91,1-504538555,Queued+Awaiting Assignment,2012/03/13 10:53:43.000
84,1-504538555,Accepted+Wait - Implementation,2012/04/04 15:53:31.000
89,1-504538555,Completed+Closed,2012/05/12 01:21:30.000
83,1-504538555,Accepted+In Progress,2011/02/28 14:13:33.000
86,1-504538555,Accepted+In Progress,2012/03/13 11:11:24.000
81,1-504538555,Accepted+In Progress,2011/03/01 15:59:36.000
80,1-504538555,Queued+Awaiting Assignment,2011/02/28 14:17:09.000
79,1-504538555,Accepted+Assigned,2011/03/01 18:46:00.000
78,1-504538555,Queued+Awaiting Assignment,2011/03/01 16:00:16.000
77,1-504538555,Queued+Awaiting Assignment,2012/03/13 11:27:20.000
76,1-504538555,Queued+Awaiting Assignment,2011/03/02 07:44:11.000
75,1-504538555,Accepted+In Progress,2011/02/28 14:13:40.000
74,1-504538555,Accepted+In Progress,2011/03/02 07:42:49.000
82,1-504538555,Completed+Resolved,2012/05/04 08:57:02.000
138,1-506071646,Accepted+In Progress,2011/05/24 15:02:14.000
136,1-506071646,Queued+Awaiting Assignment,2011/03/15 11:23:58.000
135,1-506071646,Accepted+Wait - User,2011/03/15 11:33:30.000
134,1-506071646,Accepted+Wait - User,2011/03/23 10:17:21.000
133,1-506071646,Accepted+In Progress,2011/03/24 10:12:18.000
132,1-506071646,Accepted+In Progress,2011/03/23 10:13:28.000
128,1-506071646,Accepted+In Progress,2011/03/15 11:21:49.000
130,1-506071646,Accepted+In Progress,2011/03/15 11:27:28.000
129,1-506071646,Queued+Awaiting Assignment,2011/03/15 11:12:52.000
126,1-506071646,Accepted+In Progress,2011/03/15 12:38:16.000
127,1-506071646,Queued+Awaiting Assignment,2011/03/24 13:20:46.000
139,1-506071646,Accepted+Wait - User,2011/03/15 14:39:01.000
131,1-506071646,Accepted+In Progress,2011/03/23 10:13:29.000
140,1-506071646,Accepted+In Progress,2011/03/15 11:00:18.000
153,1-506071646,Completed+Closed,2012/05/12 01:21:30.000
142,1-506071646,Accepted+In Progress,2011/05/04 18:36:03.000
143,1-506071646,Accepted+In Progress,2011/03/24 13:20:10.000
144,1-506071646,Queued+Awaiting Assignment,2011/03/24 10:13:25.000
145,1-506071646,Accepted+Wait - User,2011/05/24 17:16:36.000
146,1-506071646,Accepted+In Progress,2011/05/26 14:52:07.000
147,1-506071646,Accepted+Wait - User,2011/05/26 16:20:06.000
148,1-506071646,Accepted+In Progress,2011/05/25 16:25:09.000
149,1-506071646,Accepted+In Progress,2011/07/20 15:55:42.000
150,1-506071646,Accepted+In Progress,2011/05/26 16:21:36.000
151,1-506071646,Queued+Awaiting Assignment,2011/05/26 16:21:59.000
152,1-506071646,Accepted+In Progress,2012/05/04 09:00:07.000
154,1-506071646,Accepted+In Progress,2011/03/24 17:50:30.000
125,1-506071646,Completed+Resolved,2012/05/04 09:01:21.000
141,1-506071646,Queued+Awaiting Assignment,2011/03/24 17:54:55.000
124,1-506071646,Queued+Awaiting Assignment,2011/03/15 10:53:36.000
137,1-506071646,Queued+Awaiting Assignment,2011/05/23 14:52:07.000
122,1-506071646,Queued+Awaiting Assignment,2011/03/14 10:37:19.000
93,1-506071646,Accepted+Wait - User,2011/03/08 09:22:46.000
94,1-506071646,Accepted+In Progress,2011/03/07 12:03:37.000
95,1-506071646,Accepted+Wait - User,2011/03/07 12:04:35.000
96,1-506071646,Accepted+In Progress,2011/03/07 10:51:59.000
97,1-506071646,Accepted+In Progress,2011/03/07 10:44:43.000
98,1-506071646,Accepted+In Progress,2011/03/07 11:48:31.000
99,1-506071646,Accepted+In Progress,2011/03/07 14:13:15.000
101,1-506071646,Queued+Awaiting Assignment,2011/03/07 13:24:38.000
102,1-506071646,Accepted+In Progress,2011/03/08 06:53:06.000
103,1-506071646,Queued+Awaiting Assignment,2011/03/07 14:13:58.000
104,1-506071646,Queued+Awaiting Assignment,2011/03/07 11:55:20.000
105,1-506071646,Queued+Awaiting Assignment,2011/03/07 10:52:51.000
106,1-506071646,Queued+Awaiting Assignment,2011/03/14 10:29:13.000
107,1-506071646,Accepted+In Progress,2011/03/14 10:28:35.000
100,1-506071646,Accepted+In Progress,2011/03/07 13:22:56.000
109,1-506071646,Accepted+In Progress,2011/03/07 10:42:08.000
108,1-506071646,Queued+Awaiting Assignment,2011/03/08 09:18:18.000
121,1-506071646,Accepted+In Progress,2011/03/14 10:30:27.000
120,1-506071646,Accepted+In Progress,2011/03/08 09:16:24.000
119,1-506071646,Queued+Awaiting Assignment,2011/03/08 06:55:54.000
118,1-506071646,Accepted+Assigned,2011/03/14 10:28:30.000
116,1-506071646,Accepted+In Progress,2011/03/10 12:29:05.000
115,1-506071646,Accepted+In Progress,2011/03/14 10:19:53.000
117,1-506071646,Accepted+Wait - User,2011/03/10 12:47:33.000
114,1-506071646,Queued+Awaiting Assignment,2011/03/09 07:17:16.000
113,1-506071646,Queued+Awaiting Assignment,2011/03/09 17:05:12.000
112,1-506071646,Accepted+In Progress,2011/03/09 17:03:41.000
111,1-506071646,Accepted+In Progress,2011/03/09 07:16:14.000
110,1-506071646,Accepted+In Progress,2011/03/15 10:41:17.000
123,1-506071646,Accepted+In Progress,2011/03/08 09:20:32.000
178,1-512795200,Accepted+Assigned,2011/12/09 11:24:12.000
174,1-512795200,Accepted+Wait - User,2011/10/31 08:06:05.000
175,1-512795200,Accepted+In Progress,2011/10/31 08:06:01.000
176,1-512795200,Accepted+In Progress,2011/12/09 15:00:24.000
177,1-512795200,Accepted+Wait - User,2011/12/09 15:00:29.000
173,1-512795200,Accepted+Wait - User,2012/03/12 10:03:15.000
179,1-512795200,Accepted+Wait - User,2011/05/31 10:39:48.000
186,1-512795200,Completed+Closed,2012/05/10 01:20:47.000
181,1-512795200,Accepted+In Progress,2012/03/20 09:32:27.000
182,1-512795200,Accepted+Wait - User,2012/03/20 09:32:53.000
183,1-512795200,Completed+Resolved,2012/05/02 16:01:42.000
184,1-512795200,Accepted+Assigned,2011/10/28 15:22:35.000
185,1-512795200,Accepted+Assigned,2012/03/19 13:15:59.000
172,1-512795200,Accepted+In Progress,2012/03/19 14:21:01.000
180,1-512795200,Accepted+Assigned,2012/03/19 14:23:52.000
171,1-512795200,Accepted+In Progress,2012/03/12 10:03:11.000
160,1-512795200,Accepted+Wait - User,2011/04/04 17:24:46.000
169,1-512795200,Accepted+In Progress,2011/04/11 18:56:47.000
155,1-512795200,Queued+Awaiting Assignment,2011/04/04 16:58:11.000
156,1-512795200,Accepted+In Progress,2011/04/04 16:52:15.000
170,1-512795200,Accepted+In Progress,2011/04/04 16:51:24.000
158,1-512795200,Accepted+In Progress,2011/04/04 17:11:27.000
159,1-512795200,Accepted+Assigned,2011/04/04 17:11:37.000
161,1-512795200,Accepted+In Progress,2011/05/31 10:39:43.000
157,1-512795200,Accepted+In Progress,2011/04/04 17:18:04.000
163,1-512795200,Queued+Awaiting Assignment,2011/04/11 18:57:06.000
164,1-512795200,Accepted+In Progress,2011/04/12 08:21:26.000
165,1-512795200,Accepted+Assigned,2011/04/12 08:22:36.000
166,1-512795200,Accepted+In Progress,2011/04/12 09:12:13.000
167,1-512795200,Accepted+Wait - User,2011/04/12 09:12:19.000
168,1-512795200,Accepted+Assigned,2011/04/11 18:53:52.000
162,1-512795200,Completed+Resolved,2011/04/08 11:42:53.000
207,1-516553982,Accepted+In Progress,2011/04/22 11:29:18.000
200,1-516553982,Completed+Closed,2012/05/12 01:21:30.000
201,1-516553982,Queued+Awaiting Assignment,2011/04/28 12:08:04.000
202,1-516553982,Accepted+In Progress,2011/04/28 12:02:04.000
205,1-516553982,Completed+Resolved,2012/05/04 09:02:52.000
204,1-516553982,Accepted+In Progress,2011/08/16 17:42:06.000
206,1-516553982,Queued+Awaiting Assignment,2011/04/27 18:42:38.000
198,1-516553982,Accepted+In Progress,2011/05/11 15:31:55.000
203,1-516553982,Accepted+In Progress,2012/05/04 09:01:57.000
197,1-516553982,Accepted+Wait - User,2011/04/22 11:30:27.000
199,1-516553982,Queued+Awaiting Assignment,2011/07/27 14:28:46.000
195,1-516553982,Queued+Awaiting Assignment,2011/04/19 14:27:05.000
194,1-516553982,Accepted+In Progress,2011/04/19 14:23:12.000
193,1-516553982,Accepted+In Progress,2011/04/27 18:38:48.000
192,1-516553982,Accepted+In Progress,2011/04/19 14:57:53.000
191,1-516553982,Accepted+Wait - User,2011/04/19 15:01:16.000
190,1-516553982,Accepted+In Progress,2011/04/13 16:05:38.000
189,1-516553982,Queued+Awaiting Assignment,2011/04/13 16:12:39.000
188,1-516553982,Accepted+In Progress,2011/04/13 16:04:32.000
187,1-516553982,Queued+Awaiting Assignment,2011/04/28 11:07:04.000
196,1-516553982,Accepted+In Progress,2011/04/28 11:06:05.000
221,1-522528740,Accepted+In Progress,2012/05/04 09:03:26.000
220,1-522528740,Accepted+Wait - Implementation,2012/04/04 15:56:22.000
219,1-522528740,Completed+Closed,2012/05/12 01:21:29.000
217,1-522528740,Accepted+In Progress,2011/05/11 15:39:42.000
216,1-522528740,Queued+Awaiting Assignment,2011/05/03 13:24:45.000
215,1-522528740,Accepted+In Progress,2011/05/03 13:20:46.000
218,1-522528740,Completed+Resolved,2012/05/04 09:06:01.000
213,1-522528740,Accepted+In Progress,2011/05/03 12:05:52.000
212,1-522528740,Queued+Awaiting Assignment,2011/05/03 10:45:41.000
211,1-522528740,Accepted+In Progress,2011/05/03 10:44:47.000
210,1-522528740,Accepted+In Progress,2011/05/03 09:42:21.000
209,1-522528740,Accepted+Assigned,2011/05/03 12:05:57.000
208,1-522528740,Queued+Awaiting Assignment,2011/05/03 09:46:47.000
214,1-522528740,Accepted+In Progress,2011/05/03 09:42:31.000
229,1-523391859,Accepted+In Progress,2012/03/07 15:26:40.000
228,1-523391859,Accepted+Wait - User,2011/08/09 20:34:05.000
227,1-523391859,Completed+Closed,2012/05/04 01:21:11.000
226,1-523391859,Completed+Resolved,2012/05/03 14:49:21.000
224,1-523391859,Accepted+In Progress,2011/05/05 15:47:54.000
223,1-523391859,Accepted+In Progress,2011/05/05 19:21:53.000
222,1-523391859,Accepted+Wait - Vendor,2011/05/05 16:01:23.000
225,1-523391859,Accepted+In Progress,2011/05/05 15:48:38.000
241,1-529067006,Accepted+Wait - User,2011/05/30 13:49:28.000
247,1-529067006,Completed+Closed,2012/05/12 01:21:29.000
246,1-529067006,Accepted+In Progress,2011/05/31 10:16:56.000
245,1-529067006,Completed+Resolved,2012/05/04 09:21:09.000
244,1-529067006,Accepted+In Progress,2012/05/04 09:20:17.000
243,1-529067006,Accepted+In Progress,2011/07/20 14:39:07.000
242,1-529067006,Accepted+Assigned,2011/07/06 16:51:08.000
248,1-529067006,Accepted+In Progress,2011/05/30 13:47:27.000
240,1-529067006,Queued+Awaiting Assignment,2011/05/31 10:15:32.000
236,1-529067006,Queued+Awaiting Assignment,2011/05/30 12:46:01.000
238,1-529067006,Queued+Awaiting Assignment,2011/05/31 07:31:53.000
237,1-529067006,Queued+Awaiting Assignment,2011/05/31 10:21:50.000
235,1-529067006,Accepted+In Progress,2011/05/30 12:44:09.000
234,1-529067006,Queued+Awaiting Assignment,2011/05/26 16:07:31.000
233,1-529067006,Accepted+In Progress,2011/05/26 15:57:50.000
232,1-529067006,Accepted+In Progress,2011/05/26 15:57:29.000
231,1-529067006,Accepted+In Progress,2011/05/31 07:30:30.000
230,1-529067006,Accepted+In Progress,2011/05/31 10:02:29.000
239,1-529067006,Accepted+In Progress,2011/07/06 16:51:06.000
286,1-529096847,Accepted+Wait,2011/07/25 14:44:03.000
285,1-529096847,Accepted+Wait - User,2011/07/11 12:21:28.000
284,1-529096847,Accepted+In Progress,2011/08/31 14:42:35.000
283,1-529096847,Queued+Awaiting Assignment,2011/08/31 16:30:52.000
279,1-529096847,Accepted+Wait - User,2011/07/18 10:22:10.000
281,1-529096847,Queued+Awaiting Assignment,2011/08/31 14:40:02.000
280,1-529096847,Accepted+In Progress,2011/08/31 16:30:39.000
287,1-529096847,Accepted+In Progress,2011/08/31 11:39:40.000
278,1-529096847,Accepted+Wait - User,2011/07/15 10:22:05.000
277,1-529096847,Queued+Awaiting Assignment,2011/08/31 14:51:27.000
282,1-529096847,Accepted+In Progress,2011/08/31 14:39:45.000
288,1-529096847,Accepted+In Progress,2011/07/25 14:43:58.000
292,1-529096847,Accepted+In Progress,2011/08/31 16:49:06.000
290,1-529096847,Completed+Closed,2012/05/12 01:21:29.000
291,1-529096847,Accepted+In Progress,2011/08/31 16:35:34.000
293,1-529096847,Accepted+In Progress,2011/08/31 17:41:51.000
294,1-529096847,Accepted+In Progress,2011/08/31 17:46:46.000
295,1-529096847,Queued+Awaiting Assignment,2011/08/31 17:43:59.000
296,1-529096847,Queued+Awaiting Assignment,2011/08/31 17:49:16.000
297,1-529096847,Accepted+In Progress,2012/05/04 09:24:21.000
298,1-529096847,Accepted+In Progress,2011/09/16 18:00:17.000
299,1-529096847,Completed+Resolved,2012/05/04 09:25:13.000
300,1-529096847,Accepted+Wait - User,2011/07/14 11:58:50.000
276,1-529096847,Accepted+Wait - User,2011/08/31 16:38:36.000
289,1-529096847,Queued+Awaiting Assignment,2011/08/31 16:50:41.000
275,1-529096847,Queued+Awaiting Assignment,2011/08/31 11:41:40.000
249,1-529096847,Accepted+Wait - User,2011/05/30 12:57:50.000
273,1-529096847,Queued+Awaiting Assignment,2011/06/01 11:37:06.000
274,1-529096847,Accepted+Assigned,2011/06/01 09:52:25.000
250,1-529096847,Accepted+In Progress,2011/07/11 12:14:25.000
251,1-529096847,Accepted+In Progress,2011/05/26 18:02:23.000
252,1-529096847,Accepted+In Progress,2011/06/01 11:36:51.000
253,1-529096847,Queued+Awaiting Assignment,2011/05/31 14:03:30.000
255,1-529096847,Accepted+In Progress,2011/05/31 14:01:27.000
256,1-529096847,Accepted+In Progress,2011/05/30 12:52:42.000
257,1-529096847,Accepted+In Progress,2011/06/01 09:52:10.000
258,1-529096847,Accepted+In Progress,2011/05/26 18:01:53.000
259,1-529096847,Accepted+In Progress,2011/05/30 12:46:17.000
260,1-529096847,Queued+Awaiting Assignment,2011/05/30 12:48:32.000
254,1-529096847,Queued+Awaiting Assignment,2011/05/26 18:10:38.000
262,1-529096847,Queued+Awaiting Assignment,2011/07/11 11:58:50.000
261,1-529096847,Accepted+Wait - User,2011/06/01 11:41:39.000
272,1-529096847,Accepted+In Progress,2011/06/01 11:38:08.000
271,1-529096847,Accepted+In Progress,2011/07/11 12:06:14.000
270,1-529096847,Accepted+In Progress,2011/07/11 11:36:40.000
268,1-529096847,Accepted+Assigned,2011/06/01 13:07:50.000
269,1-529096847,Accepted+In Progress,2011/06/01 13:07:38.000
267,1-529096847,Queued+Awaiting Assignment,2011/06/01 12:11:26.000
266,1-529096847,Accepted+Wait - User,2011/06/01 12:11:02.000
265,1-529096847,Accepted+In Progress,2011/06/01 12:11:09.000
264,1-529096847,Accepted+In Progress,2011/06/01 12:09:35.000
263,1-529096847,Accepted+Assigned,2011/07/11 12:06:18.000
323,1-530458987,Completed+Resolved,2012/05/04 09:26:18.000
319,1-530458987,Accepted+Assigned,2011/07/06 16:48:05.000
320,1-530458987,Accepted+In Progress,2011/07/06 16:48:02.000
322,1-530458987,Queued+Awaiting Assignment,2011/06/22 18:26:25.000
318,1-530458987,Queued+Awaiting Assignment,2011/06/01 10:02:37.000
324,1-530458987,Accepted+In Progress,2011/06/16 11:43:41.000
330,1-530458987,Accepted+In Progress,2011/07/20 14:34:41.000
326,1-530458987,Accepted+Wait,2012/04/06 11:13:14.000
327,1-530458987,Accepted+In Progress,2012/05/04 09:25:45.000
328,1-530458987,Completed+Closed,2012/05/12 01:21:29.000
329,1-530458987,Completed+Resolved,2012/04/06 11:12:33.000
331,1-530458987,Accepted+In Progress,2012/04/06 11:13:09.000
317,1-530458987,Accepted+Assigned,2011/06/16 11:44:53.000
325,1-530458987,Queued+Awaiting Assignment,2011/06/15 14:57:08.000
316,1-530458987,Accepted+In Progress,2011/06/01 09:58:17.000
321,1-530458987,Accepted+In Progress,2011/06/22 17:38:39.000
314,1-530458987,Accepted+In Progress,2011/06/15 14:55:06.000
315,1-530458987,Queued+Awaiting Assignment,2011/06/22 17:39:48.000
301,1-530458987,Accepted+Wait - User,2011/06/07 14:08:14.000
302,1-530458987,Accepted+In Progress,2011/06/07 14:04:41.000
303,1-530458987,Accepted+In Progress,2011/06/01 09:55:53.000
304,1-530458987,Accepted+In Progress,2011/06/06 14:51:13.000
306,1-530458987,Accepted+In Progress,2011/06/15 11:14:27.000
307,1-530458987,Accepted+Wait - User,2011/06/15 11:25:57.000
305,1-530458987,Accepted+In Progress,2011/06/22 18:22:56.000
309,1-530458987,Accepted+In Progress,2011/06/14 12:36:29.000
310,1-530458987,Queued+Awaiting Assignment,2011/06/14 16:06:36.000
311,1-530458987,Accepted+Wait - User,2011/06/09 15:21:05.000
312,1-530458987,Accepted+In Progress,2011/06/10 11:19:23.000
313,1-530458987,Queued+Awaiting Assignment,2011/06/06 15:21:04.000
308,1-530458987,Queued+Awaiting Assignment,2011/06/10 11:21:07.000
340,1-530772502,Completed+Resolved,2012/05/04 09:27:21.000
345,1-530772502,Accepted+In Progress,2012/05/04 09:26:59.000
344,1-530772502,Queued+Awaiting Assignment,2012/04/19 18:05:54.000
343,1-530772502,Accepted+In Progress,2011/07/20 14:31:33.000
342,1-530772502,Accepted+Assigned,2011/07/06 16:47:39.000
339,1-530772502,Accepted+In Progress,2011/07/06 16:47:36.000
341,1-530772502,Completed+Closed,2012/05/12 01:21:29.000
337,1-530772502,Accepted+In Progress,2011/06/06 14:06:29.000
336,1-530772502,Accepted+In Progress,2011/06/02 09:22:45.000
335,1-530772502,Queued+Awaiting Assignment,2011/06/06 14:08:54.000
334,1-530772502,Queued+Awaiting Assignment,2011/06/06 13:17:50.000
333,1-530772502,Accepted+In Progress,2011/06/06 13:16:57.000
332,1-530772502,Queued+Awaiting Assignment,2011/06/02 09:36:23.000
338,1-530772502,Accepted+In Progress,2011/06/02 09:23:13.000
369,1-530838254,Accepted+Assigned,2011/07/07 15:27:57.000
370,1-530838254,Accepted+In Progress,2011/07/07 16:49:37.000
371,1-530838254,Accepted+Wait - User,2011/07/07 16:58:09.000
372,1-530838254,Queued+Awaiting Assignment,2011/07/08 13:31:55.000
373,1-530838254,Accepted+In Progress,2011/07/08 14:16:14.000
374,1-530838254,Queued+Awaiting Assignment,2011/07/08 14:17:18.000
375,1-530838254,Accepted+In Progress,2011/07/08 14:17:21.000
376,1-530838254,Accepted+Assigned,2011/07/08 14:17:25.000
377,1-530838254,Accepted+In Progress,2011/07/11 11:55:00.000
381,1-530838254,Queued+Awaiting Assignment,2011/07/18 17:01:42.000
379,1-530838254,Accepted+In Progress,2011/07/11 14:41:23.000
380,1-530838254,Accepted+Assigned,2011/07/11 14:43:21.000
382,1-530838254,Accepted+In Progress,2011/08/16 17:33:46.000
383,1-530838254,Accepted+Wait,2012/04/06 11:18:12.000
384,1-530838254,Accepted+In Progress,2012/05/04 09:27:48.000
385,1-530838254,Completed+Closed,2012/05/12 01:21:28.000
386,1-530838254,Accepted+Assigned,2011/07/14 14:32:37.000
388,1-530838254,Accepted+In Progress,2011/07/18 17:01:05.000
368,1-530838254,Queued+Awaiting Assignment,2011/07/07 15:25:59.000
378,1-530838254,Accepted+In Progress,2011/07/07 09:54:32.000
367,1-530838254,Accepted+Assigned,2011/07/07 10:12:26.000
387,1-530838254,Queued+Awaiting Assignment,2011/07/11 14:32:37.000
365,1-530838254,Completed+Resolved,2012/05/04 09:28:43.000
346,1-530838254,Accepted+In Progress,2011/06/02 17:17:44.000
347,1-530838254,Accepted+In Progress,2011/06/02 17:24:37.000
348,1-530838254,Queued+Awaiting Assignment,2011/06/02 17:28:48.000
349,1-530838254,Accepted+In Progress,2011/06/06 12:54:51.000
350,1-530838254,Queued+Awaiting Assignment,2011/06/06 12:57:46.000
351,1-530838254,Accepted+In Progress,2011/06/06 13:23:05.000
352,1-530838254,Accepted+Wait - User,2011/06/06 13:25:31.000
353,1-530838254,Queued+Awaiting Assignment,2011/06/07 16:31:26.000
354,1-530838254,Queued+Awaiting Assignment,2011/06/07 16:31:27.000
366,1-530838254,Accepted+In Progress,2011/07/07 15:26:47.000
356,1-530838254,Accepted+Wait,2011/06/07 19:40:42.000
357,1-530838254,Accepted+In Progress,2011/07/06 16:45:09.000
358,1-530838254,Accepted+In Progress,2011/07/06 18:51:44.000
359,1-530838254,Queued+Awaiting Assignment,2011/07/06 18:53:49.000
360,1-530838254,Accepted+In Progress,2011/07/06 18:53:53.000
361,1-530838254,Queued+Awaiting Assignment,2011/07/06 18:54:21.000
362,1-530838254,Accepted+In Progress,2011/06/07 19:40:40.000
363,1-530838254,Completed+Resolved,2011/07/06 16:45:50.000
364,1-530838254,Accepted+In Progress,2011/07/07 15:25:52.000
355,1-530838254,Queued+Awaiting Assignment,2011/07/06 18:35:36.000
402,1-532109338,Accepted+Assigned,2011/07/06 16:45:56.000
403,1-532109338,Completed+Closed,2012/05/12 01:21:28.000
404,1-532109338,Accepted+In Progress,2012/05/04 09:29:15.000
409,1-532109338,Accepted+In Progress,2011/06/10 16:29:59.000
407,1-532109338,Queued+Awaiting Assignment,2011/06/10 16:31:48.000
408,1-532109338,Queued+Awaiting Assignment,2011/06/09 18:54:41.000
401,1-532109338,Accepted+In Progress,2011/07/06 16:45:53.000
405,1-532109338,Accepted+In Progress,2011/06/08 17:55:56.000
399,1-532109338,Accepted+In Progress,2011/06/10 16:16:38.000
406,1-532109338,Accepted+In Progress,2011/07/20 14:30:13.000
397,1-532109338,Accepted+Wait - User,2011/06/09 12:21:37.000
398,1-532109338,Accepted+In Progress,2011/06/09 12:19:26.000
389,1-532109338,Queued+Awaiting Assignment,2011/06/08 15:02:01.000
390,1-532109338,Accepted+In Progress,2011/06/08 17:20:33.000
391,1-532109338,Queued+Awaiting Assignment,2011/06/08 17:21:14.000
392,1-532109338,Queued+Awaiting Assignment,2011/06/09 10:34:50.000
400,1-532109338,Completed+Resolved,2012/05/04 09:30:26.000
394,1-532109338,Queued+Awaiting Assignment,2011/06/10 16:29:07.000
395,1-532109338,Accepted+In Progress,2011/06/08 14:58:20.000
396,1-532109338,Accepted+Wait,2012/04/06 11:09:19.000
393,1-532109338,Accepted+In Progress,2011/06/08 14:58:15.000
423,1-536444735,Accepted+Wait,2012/04/06 11:20:07.000
